problem_id,content,option,answer,score,type,typetext,location,context_id,exercise_id,language
Pm_110854,如今社交文化横行，大数据分析遍地，几乎所有的应用与产品都多少会与社交网络或大用户量、大数据相关联。如果准备开发一个较完整的社交网络应用，支持10万以上日活跃用户进行各种点赞、评论等交互活动，应该采用（       ）数据库或数据库组合。,"{'A': 'Mysql', 'B': 'Mongo', 'C': 'Mysql + Redis', 'D': 'Mongo + Redis'}","[""D""]",1.0,1,单选题,11.9,"[7039633, 7039634, 7151511, 7151512, 7151513, 7151514, 7039639, 7039640]",Ex_86773,Chinese
Pm_110855,随着软件系统的规模和复杂性越来越大，（       ）变得更加重要。,"{'A': '算法的选择', 'B': '数据结构的设计', 'C': '数据库的构造', 'D': '系统的全局结构设计'}","[""D""]",1.0,1,单选题,11.9,"[7039633, 7039634, 7151511, 7151512, 7151513, 7151514, 7039639, 7039640]",Ex_86773,Chinese
Pm_110856,下面的说法（        ）是错误的。,"{'A': '软件体系结构的最佳表示形式是一个可执行的软件原型', 'B': '软件体系结构描述是不同项目相关人员之间进行沟通的使能器', 'C': '良好的分层体系结构有利于系统的扩展与维护', 'D': '设计模式是从大量成功实践中总结出来且被广泛公认的实践和知识'}","[""A""]",1.0,1,单选题,11.9,"[7039633, 7039634, 7151511, 7151512, 7151513, 7151514, 7039639, 7039640]",Ex_86773,Chinese
Pm_110857,良好设计的特征是（        ）。,"{'A': '模块之间呈现高耦合', 'B': '实现分析模型中的所有需求', 'C': '包括所有组件的测试用例', 'D': '提供软件的完整描述', 'E': '选项B和D', 'F': '选项B、C和D'}","[""E""]",1.0,1,单选题,11.9,"[7039633, 7039634, 7151511, 7151512, 7151513, 7151514, 7039639, 7039640]",Ex_86773,Chinese
Pm_110858,Word、Excel等应用系统适合采用（       ）结构风格。,"{'A': '层次系统', 'B': '事件系统', 'C': '解释器', 'D': '管道-过滤器'}","[""B""]",1.0,1,单选题,11.9,"[7039633, 7039634, 7151511, 7151512, 7151513, 7151514, 7039639, 7039640]",Ex_86773,Chinese
Pm_110859,与C/S架构的信息系统相比，B/S架构的信息系统的优势是（        ）。,"{'A': '具备更高的安全性', 'B': '更容易部署和升级维护', 'C': '具备更强的事务处理能力，易于实现复杂的业务流程', 'D': '用户界面友好，具有更快的响应速度'}","[""B""]",1.0,1,单选题,11.9,"[7039633, 7039634, 7151511, 7151512, 7151513, 7151514, 7039639, 7039640]",Ex_86773,Chinese
Pm_110860,对于观察者模式，下面的（        ）说法是错误的。,"{'A': '观察者的更新是被动的', 'B': '被观察者可以通知观察者进行更新', 'C': '观察者可以改变被观察者的状态，再由被观察者通知所有观察者', 'D': '以上所有选项'}","[""C""]",1.0,1,单选题,11.9,"[7039633, 7039634, 7151511, 7151512, 7151513, 7151514, 7039639, 7039640]",Ex_86773,Chinese
Pm_110861,设计目标可分成性能、可靠性、成本、维护和最终用户等类型，下面（        ）描述的是性能目标。,"{'A': '当用户发出任何命令后，系统必须在1秒内将信息反馈给用户。', 'B': '即使在网络失败的情况下，火车票发售系统也必须能够成功地提交火车票。', 'C': '火车票发售系统的机器外壳必须允许安装新按钮以便增加新的不同票价。', 'D': '系统用户界面应该防止用户以错误的顺序执行命令。'}","[""A""]",1.0,1,单选题,11.9,"[7039633, 7039634, 7151511, 7151512, 7151513, 7151514, 7039639, 7039640]",Ex_86773,Chinese
Pm_110862,下面的（        ）架构可以更好地实现Web应用的前后端分离。,"{'A': 'MVC', 'B': 'Restful API', 'C': 'RPC'}","[""B""]",1.0,1,单选题,11.9,"[7039633, 7039634, 7151511, 7151512, 7151513, 7151514, 7039639, 7039640]",Ex_86773,Chinese
Pm_110863,一个创业团队想要开发一款社交App，但是他们对于可能的发展的业务仍不十分明确，此时希望能够开发一个相对简单的版本进行原始的需求验证与测试，这种情况比较适合选择（       ）数据库。,"{'A': 'Mysql', 'B': 'Mongo', 'C': 'Redis'}","[""B""]",1.0,1,单选题,11.9,"[7039633, 7039634, 7151511, 7151512, 7151513, 7151514, 7039639, 7039640]",Ex_86773,Chinese
Pm_110864,阅读下面给出的文献 “A Brief History of Human-Computer Interaction Technology”，其中第一个装载GUI操作系统的计算机是（      ）。,"{'A': '苹果公司的Macintosh', 'B': '微软公司的Windows', 'C': '施乐公司的Alto', 'D': '施乐公司的Star', 'E': '施乐公司的Lisa'}","[""C""]",1.0,1,单选题,12.7,"[6324091, 6324096, 6324099, 6324103, 7151526, 7151527]",Ex_86780,Chinese
Pm_110865,"阅读文献：Brad A. Myers. A Brief History of Human-Computer Interaction Technology. ACM interactions. Vol. 5, no. 2, March, 1998. pp. 44-542、思考一下，乔布斯为苹果公司制定的手机上的黄金法则是什么？为什么？采用现状及其原因？这里的黄金法则是指（      ）。","{'A': '单手操作手机，屏幕尺寸3.5英寸', 'B': '单手操作手机，屏幕尺寸4.7英寸', 'C': '双手操作手机，屏幕尺寸4.7英寸', 'D': '双手操作手机，屏幕尺寸4.0英寸'}","[""A""]",1.0,1,单选题,12.7,"[6324091, 6324096, 6324099, 6324103, 7151526, 7151527]",Ex_86780,Chinese
Pm_110866,同学们上网用一下谷歌界面、雅虎界面和bing界面，都是检索任务的软件，差异在哪里？这几款产品目前用户量的差异很大程度上是界面在注意力设计上的差异，请进行分析。其中，最能使用户集中注意力的界面设计是（      ）。,"{'A': '谷歌', 'B': '雅虎', 'C': 'bing'}","[""A""]",1.0,1,单选题,12.7,"[6324091, 6324096, 6324099, 6324103, 7151526, 7151527]",Ex_86780,Chinese
Pm_110867,视频（电影、电视、动画、数字视频，等）帧律的设置依据是（      ）。,"{'A': '根据机器的处理能力', 'B': '根据个人偏好', 'C': '根据人的视觉暂留时间'}","[""C""]",1.0,1,单选题,12.7,"[6324091, 6324096, 6324099, 6324103, 7151526, 7151527]",Ex_86780,Chinese
Pm_110868,分析课件中数字软键盘布局上的不一致现象，为什么在同一款手机上，不同应用中的数字键盘的布局不一致？其中（      ）应用中的数字软键盘布局是一致的。,"{'A': '电话拨号和计算器', 'B': '通讯录和电话拨号', 'C': '计算器和通讯录'}","[""B""]",1.0,1,单选题,12.7,"[6324091, 6324096, 6324099, 6324103, 7151526, 7151527]",Ex_86780,Chinese
Pm_110869,人们不会把 [     ]()[     ] 中的“](”认作一对，原因是视觉认知中的（      ）定律在起作用。,"{'A': '连续律', 'B': '接近律', 'C': '相似律', 'D': '对称律'}","[""D""]",1.0,1,单选题,12.7,"[6324091, 6324096, 6324099, 6324103, 7151526, 7151527]",Ex_86780,Chinese
Pm_110870,输出一列数值时，需要考虑对齐方法，你会选择（      ）方法。,"{'A': '左对齐', 'B': '右对齐', 'C': '两端对齐', 'D': '小数点对齐'}","[""D""]",1.0,1,单选题,12.7,"[6324091, 6324096, 6324099, 6324103, 7151526, 7151527]",Ex_86780,Chinese
Pm_110871,用KLM自己计算课件上的两个温度转换器软件界面的操作时间。后者交互效率高，（      ）原因更本质。,"{'A': '没有在两种输入设备间切换', 'B': '界面没有需要用户额外表达的信息', 'C': '用户操作的更快', 'D': 'KLM的计算结果小'}","[""B""]",1.0,1,单选题,12.7,"[6324091, 6324096, 6324099, 6324103, 7151526, 7151527]",Ex_86780,Chinese
Pm_110872,访问 http://fww.few.vu.nl/hci/interactive/fitts/ 并对其中实验5的结果进行分析，下面的（      ）是正确的。,"{'A': '所采用的两种输入设备都是目标越大访问时间越长', 'B': '在所采用的两种输入设备上，只有其中一个是目标越大访问时间越长', 'C': '在所采用的两种输入设备上，实验时间均与Distance/Width呈正相关'}","[""C""]",1.0,1,单选题,12.7,"[6324091, 6324096, 6324099, 6324103, 7151526, 7151527]",Ex_86780,Chinese
Pm_110873,访问http://www.asktog.com/columns/022DesignedToGiveFitts.html 并为每个问题答案寻找实例界面，其中环形菜单的设计是（      ）。,"{'A': '不知如何启动，毫无意义', 'B': '对美工的设计能力要求很高', 'C': '到达每个菜单项时手的移动距离短且一样'}","[""C""]",1.0,1,单选题,12.7,"[6324091, 6324096, 6324099, 6324103, 7151526, 7151527]",Ex_86780,Chinese
Pm_110874,软件测试的目的是（        ）。,"{'A': '避免软件中出现错误', 'B': '证明软件的正确性', 'C': '解决测试中发现的错误', 'D': '发现软件中潜在的错误'}","[""D""]",1.0,1,单选题,13.5,"[7151529, 7151530, 7151531, 7039656]",Ex_86785,Chinese
Pm_110875,下面（        ）说法是错误的。,"{'A': '测试应该尽早不断地执行', 'B': '软件错误具有聚集性，对存在错误的部分应重点测试', 'C': '软件测试是提高软件质量的决定性因素', 'D': '测试用例需要定期评审和修改，并且要不断增加新的测试用例'}","[""C""]",1.0,1,单选题,13.5,"[7151529, 7151530, 7151531, 7039656]",Ex_86785,Chinese
Pm_110876,下面的（       ）不是集成测试的内容。,"{'A': '对软件中最小可测试单元进行检查和验证', 'B': '把各个模块连接在一起时，穿越模块接口的数据是否会丢失', 'C': '一个模块的功能是否会对另一个模块的功能产生不利的影响', 'D': '若干子功能组合在一起是否能产生预期的主功能'}","[""A""]",1.0,1,单选题,13.5,"[7151529, 7151530, 7151531, 7039656]",Ex_86785,Chinese
Pm_110877,下面的（       ）是错误的。,"{'A': '功能测试是根据需求规格说明验证产品的功能实现是否符合要求', 'B': '压力测试是检测在极限环境中使用系统时施加在用户上的压力', 'C': '安全测试是检测系统中的保护机制是否可以保护系统免受非正常的攻击', 'D': '安装测试是保证应用程序能够被成功地安装'}","[""B""]",1.0,1,单选题,13.5,"[7151529, 7151530, 7151531, 7039656]",Ex_86785,Chinese
Pm_110878,（        ）是为了有效地发现软件缺陷而精心设计的少量测试数据。,"{'A': '测试计划', 'B': '测试用例', 'C': '缺陷报告', 'D': '测试报告'}","[""B""]",1.0,1,单选题,13.5,"[7151529, 7151530, 7151531, 7039656]",Ex_86785,Chinese
Pm_110879,错误推测法是（        ）。,"{'A': '将输入数据划分成若干个等价类，从中选取有代表性的数据作为测试用例', 'B': '将所有可能的输入数据作为测试用例', 'C': '运用场景对系统的功能点或业务流程进行描述，对应不同的业务场景生成相应的测试用例', 'D': '根据经验或直觉推测程序中可能发生错误的情况，编写检查它们的测试用例'}","[""D""]",1.0,1,单选题,13.5,"[7151529, 7151530, 7151531, 7039656]",Ex_86785,Chinese
Pm_110880,Web链接测试不包括（       ）。,"{'A': '客户端与服务器端的连接速度', 'B': '无链接指向的页面', 'C': '错误的链接', 'D': '不存在的页面'}","[""A""]",1.0,1,单选题,13.5,"[7151529, 7151530, 7151531, 7039656]",Ex_86785,Chinese
Pm_110881,（       ）是检测Web应用系统提供信息的正确性、准确性和相关性 。,"{'A': '表单测试', 'B': '链接测试', 'C': '内容测试', 'D': 'Cookies测试'}","[""C""]",1.0,1,单选题,13.5,"[7151529, 7151530, 7151531, 7039656]",Ex_86785,Chinese
Pm_110882,下面的（       ）不是软件性能的指标。,"{'A': '响应时间', 'B': '并发进程数', 'C': '吞吐量', 'D': '资源利用率'}","[""B""]",1.0,1,单选题,13.5,"[7151529, 7151530, 7151531, 7039656]",Ex_86785,Chinese
Pm_110883,下面的（       ）不是性能测试的目的。,"{'A': '达到百分之百的语句覆盖', 'B': '验证软件系统是否能够满足预期的性能要求', 'C': '发现软件系统中存在的性能瓶颈', 'D': '评估软件系统的稳定性和可靠性'}","[""A""]",1.0,1,单选题,13.5,"[7151529, 7151530, 7151531, 7039656]",Ex_86785,Chinese
Pm_110884,下面的（       ）是错误的。,"{'A': '软件交付的主要工作是将程序代码和相关文档交给用户', 'B': '用户培训是帮助用户理解产品并掌握系统的使用和操作', 'C': '软件部署是通过配置、安装和激活等活动保证软件系统的正常运行', 'D': '持续集成是频繁持续地将团队成员的工作进行集成'}","[""A""]",1.0,1,单选题,14.3,"[7151534, 7039659]",Ex_86788,Chinese
Pm_110885,下面的（        ）是正确的。,"{'A': '只有质量差的软件产品才需要维护', 'B': '软件的维护成本通常比开发成本低', 'C': '软件的不断修改将导致系统结构的恶化', 'D': '重新开发一个新系统通常要比再工程的成本要低'}","[""C""]",1.0,1,单选题,14.3,"[7151534, 7039659]",Ex_86788,Chinese
Pm_110886,（        ）是由于计算机软件和硬件环境变化而修改软件的过程。,"{'A': '改正性维护', 'B': '适应性维护', 'C': '完善性维护', 'D': '预防性维护'}","[""B""]",1.0,1,单选题,14.3,"[7151534, 7039659]",Ex_86788,Chinese
Pm_110887,下面的（        ）不是软件再工程活动。,"{'A': '增加新的功能', 'B': '逆向工程', 'C': '程序结构改善', 'D': '数据再工程'}","[""A""]",1.0,1,单选题,14.3,"[7151534, 7039659]",Ex_86788,Chinese
Pm_110888,逆向工程通常用在软件生命周期的（        ）阶段，它是从源代码或目标代码中提取设计信息。,"{'A': '需求分析', 'B': '软件设计', 'C': '软件测试', 'D': '软件维护'}","[""D""]",1.0,1,单选题,14.3,"[7151534, 7039659]",Ex_86788,Chinese
Pm_129686,发现关联规则的算法通常要经过以下三个步骤：收集数据，作数据准备；给定（      ）和（    ），利用数据挖掘工具提供的算法发现关联规则；可视化显示、理解、评估关联规则,"{'A': '最大兴趣度、最小置信度', 'B': '最小支持度、最小可信度', 'C': '最大可信度、最大支持度', 'D': '最小兴趣度、最大置信度'}","[""B""]",1.0,1,单选题,4.3,[6190199],Ex_101953,Chinese
Pm_129687,"规则I-&gt;J,“有可能”，等于所有包含I的购物篮中同时包含J的购物篮的比例，为（     ）","{'A': '置信度', 'B': '可信度', 'C': '兴趣度', 'D': '支持度'}","[""B""]",1.0,1,单选题,4.3,[6190199],Ex_101953,Chinese
Pm_129688,朴素贝叶斯分类算法称为“朴素”的原因为（       ）,"{'A': '假设属性之间是相互独立的', 'B': '算法利用简单的贝叶斯定理', 'C': '算法时间复杂度低', 'D': '算法空间复杂度低'}","[""A""]",1.0,1,单选题,4.3,[6190199],Ex_101953,Chinese
Pm_129689,“根据性别划分公司的顾客”是否是数据挖掘任务,"{'true': '正确', 'false': '错误'}","[""false""]",1.0,6,判断题,4.3,[6190199],Ex_101953,Chinese
Pm_129690,“根据可赢利性划分公司的顾客”是否是数据挖掘任务,"{'true': '正确', 'false': '错误'}","[""false""]",1.0,6,判断题,4.3,[6190199],Ex_101953,Chinese
Pm_129691,“计算公司的总销售额”是否是数据挖掘任务,"{'true': '正确', 'false': '错误'}","[""false""]",1.0,6,判断题,4.3,[6190199],Ex_101953,Chinese
Pm_129692,“按学生的标识号对学生数据库排序”是否是数据挖掘任务,"{'true': '正确', 'false': '错误'}","[""false""]",1.0,6,判断题,4.3,[6190199],Ex_101953,Chinese
Pm_129693,“预测掷一对骰子的结果”是否是数据挖掘任务,"{'true': '正确', 'false': '错误'}","[""false""]",1.0,6,判断题,4.3,[6190199],Ex_101953,Chinese
Pm_129694,“使用历史记录预测某公司未来的股票价格”是否是数据挖掘任务,"{'true': '正确', 'false': '错误'}","[""true""]",1.0,6,判断题,4.3,[6190199],Ex_101953,Chinese
Pm_129695,“监视病人心率的异常变化”是否是数据挖掘任务,"{'true': '正确', 'false': '错误'}","[""true""]",1.0,6,判断题,4.3,[6190199],Ex_101953,Chinese
Pm_129696,“监视地震活动的地震波”是否是数据挖掘任务,"{'true': '正确', 'false': '错误'}","[""true""]",1.0,6,判断题,4.3,[6190199],Ex_101953,Chinese
Pm_129697,“提取声波的频率”是否是数据挖掘任务,"{'true': '正确', 'false': '错误'}","[""false""]",1.0,6,判断题,4.3,[6190199],Ex_101953,Chinese
Pm_129698,大数据的4V特点：Volume、Variety、Value、Velocity，其中他们的含义分别是,"{'A': '处理速度快、数据体量巨大、数据类型繁多、价值密度低', 'B': '数据类型繁多、处理速度快、价值密度低、数据体量巨大', 'C': '数据体量巨大、数据类型繁多、价值密度低、处理速度快', 'D': '数据体量巨大、价值密度低、处理速度快、数据类型繁多'}","[""C""]",1.0,1,单选题,4.3,[6190199],Ex_101953,Chinese
Pm_129699,随着谷歌（       ）和（        ）的发布，大数据不再仅用来描述大量的数据，还涵盖了处理数据的 （     ）。,"{'A': 'Map；Google Mobile；质量', 'B': 'Docs；iGoogle；精度', 'C': 'MapReduce；GoogleFile System；速度', 'D': 'YouTube；Google Docs；进度'}","[""C""]",1.0,1,单选题,7.4,[6190238],Ex_101980,Chinese
Pm_129700,MapReduce的Map函数产生很多的（      ）,"{'A': 'key', 'B': 'value', 'C': '< key,value >', 'D': 'Hash'}","[""C""]",1.0,1,单选题,7.4,[6190238],Ex_101980,Chinese
Pm_129702,Hadoop项目包括HDFS、MapReduce和（     ）,"{'A': 'Google File System', 'B': 'Spark', 'C': 'HadoopStreaming', 'D': 'Hadoop Common'}","[""D""]",1.0,1,单选题,7.4,[6190238],Ex_101980,Chinese
Pm_129703,下面选项中（      ）不属于NOSQL数据库,"{'A': 'Oracle', 'B': 'BigTable', 'C': 'MongoDB', 'D': 'HBase'}","[""A""]",1.0,1,单选题,7.4,[6190238],Ex_101980,Chinese
Pm_129704,下面选项中关于NOSQL的说法不正确的是（      ）,"{'A': 'NOSQL是指NO SQL，不再使用SQL语句', 'B': '是为了弥补SQL数据库因为事务等机制带来的对海量数据、高并发请          求的处理的性能上的欠缺', 'C': 'Redis是一种以key-value形式存储的NOSQL数据库', 'D': '面向列的数据库具有高扩展性'}","[""A""]",1.0,1,单选题,7.4,[6190238],Ex_101980,Chinese
Pm_129705,下面选项中关于Spark的说法不正确的是（      ）,"{'A': 'Spark提供了内存计算', 'B': 'Spark的计算模式不属于MapReduce', 'C': '与Hadoop相比，Spark对于迭代运算效率更高', 'D': 'Spark支持批处理、交互式查询和流数据处理三种场景'}","[""B""]",1.0,1,单选题,7.4,[6190238],Ex_101980,Chinese
Pm_129706,下列（     ）通常是集群的最主要的性能瓶颈,"{'A': 'CPU', 'B': '网络', 'C': '内存', 'D': '磁盘'}","[""D""]",1.0,1,单选题,7.4,[6190238],Ex_101980,Chinese
Pm_129707,下面（     ）程序负责HDFS数据存储。,"{'A': 'NameNode', 'B': 'Jobtracker', 'C': 'Datanode', 'D': 'tasktracker'}","[""C""]",1.0,1,单选题,7.4,[6190238],Ex_101980,Chinese
Pm_136254,按照地理范围大小递增的顺序，给计算机网络排名。,"{'A': '.PAN, LAN, MAN, WAN', 'B': '.LAN, PAN, WAN, MAN', 'C': '.WAN, MAN, LAN, PAN', 'D': '.PAN, LAN, WAN, MAN'}","[""A""]",1.0,1,单选题,1.9,"[7849717, 7849718, 7849719, 7849720, 7825985, 7825986, 6191489, 6191491, 6191492, 6191493, 6191494]",Ex_109721,Chinese
Pm_136255,1500 字节的用户消息（信息）通过一个链路发送，在网络层和数据链路层分别使用 IP 和以太网协议，每层都有 20 字节的报头（其他层忽略不计）。协议报头开销占总带宽的比例是多少？,"{'A': '.2.6%', 'B': '.3.3%', 'C': '.2.7%', 'D': '.1.3%'}","[""A""]",1.0,1,单选题,1.9,"[7849717, 7849718, 7849719, 7849720, 7825985, 7825986, 6191489, 6191491, 6191492, 6191493, 6191494]",Ex_109721,Chinese
Pm_136256,消息 M 是由 UDP，IP 和以太网协议封装，以此顺序沿着协议栈向下。在数据链路层上，协议数据单元（PDU），是怎样的？使用U代表的 UDP数据段，使用I， E 和 M 分别表示IP分组、以太帧和消息（信息）。这些部分以它们被发送的顺序来写，最左边为最先发送。,"{'A': '.EIUM', 'B': '.IUM', 'C': '.UIEM', 'D': '.MUIE'}","[""A""]",1.0,1,单选题,1.9,"[7849717, 7849718, 7849719, 7849720, 7825985, 7825986, 6191489, 6191491, 6191492, 6191493, 6191494]",Ex_109721,Chinese
Pm_136257,下列哪一项是一个标准协议的参考模型（顶端到底部）？,"{'A': '.应用层, 传输层, 网络层, 网络接入层', 'B': '.HTTP, TCP, 以太网, IP', 'C': '.应用层, 会话层, 网络层, 链路层，物理层', 'D': '.HTTP, TCP, IP, 802.11'}","[""A""]",1.0,1,单选题,1.9,"[7849717, 7849718, 7849719, 7849720, 7825985, 7825986, 6191489, 6191491, 6191492, 6191493, 6191494]",Ex_109721,Chinese
Pm_136258,这个问题测试你对协议层和封装的理解。 在发送端有一个自上到下的协议栈，使用SPDY协议，TCP，IPv6和ADSL发送消息。在网络的“线”上，消息是怎样封装起来的？ 我们使用每一个协议的第一个字母来代表它的头，例如，S为SPDY头，再加上M代表发送该协议栈的消息。这些部分以它们被发送的顺序来写，因此，第一部分在最左边。,"{'A': '.AITSM', 'B': '.MAITS', 'C': '.AM', 'D': '.MSTIA'}","[""A""]",1.0,1,单选题,1.9,"[7849717, 7849718, 7849719, 7849720, 7825985, 7825986, 6191489, 6191491, 6191492, 6191493, 6191494]",Ex_109721,Chinese
Pm_136259,"客户端-服务器使用卫星网络，与在 22,500 km高度的卫星进行通信。由客户端 （或服务器） 发送一条消息给卫星，然后卫星再传递此消息到服务器（或客户端）。响应一个请求的延迟最佳情况，即，客户端发送 （或启动） 对服务器的请求后，客户端需要多长时间等待来自服务器的响应？假定信号以光速传播。（提示： 光速是 300,000,000 米/秒.)","{'A': '.15ms', 'B': '.150ms', 'C': '.30ms', 'D': '.300ms'}","[""D""]",1.0,1,单选题,1.9,"[7849717, 7849718, 7849719, 7849720, 7825985, 7825986, 6191489, 6191491, 6191492, 6191493, 6191494]",Ex_109721,Chinese
Pm_136260,“线”上有一个传入帧 ABC 由协议进行多路解编和处理 （A、 B 和 C 代表各自协议的报头，他们都按接收到他们的顺序给出）。传递到协议 B是什么消息，协议 B 又传递给谁什么消息？,"{'A': '.协议 B 从协议A获取 BC，并传递C到协议 C', 'B': '.协议 B 从协议A获取 AB，并传递BC到协议 C', 'C': '.协议 B 从协议A获取 ABC，并传递BC到协议 C', 'D': '.协议 B 从协议C获取 ABC，并传递ABC到协议 C'}","[""A""]",1.0,1,单选题,1.9,"[7849717, 7849718, 7849719, 7849720, 7825985, 7825986, 6191489, 6191491, 6191492, 6191493, 6191494]",Ex_109721,Chinese
Pm_136261,数据链路层的协议数据单元（Protocol Data Unit，PDU）是什么？,"{'A': '.帧（Frame）', 'B': '.比特流（Bits）', 'C': '.分组（Packet）', 'D': '.数据段（Segment）'}","[""A""]",1.0,1,单选题,1.9,"[7849717, 7849718, 7849719, 7849720, 7825985, 7825986, 6191489, 6191491, 6191492, 6191493, 6191494]",Ex_109721,Chinese
Pm_136262,协议数据单元（PDU）包含哪两个部分？,"{'A': '.控制信息和用户数据', 'B': '.接口信息和用户数据', 'C': '.接口信息和控制信息', 'D': '.控制信息和校验信息'}","[""A""]",1.0,1,单选题,1.9,"[7849717, 7849718, 7849719, 7849720, 7825985, 7825986, 6191489, 6191491, 6191492, 6191493, 6191494]",Ex_109721,Chinese
Pm_136263,在OSI参考模型中，第k层与它之上的第k+1层的关系是什么？,"{'A': '.第k层为第k+1层提供服务。', 'B': '.第k+1层将从第k层接收的报文添加一个报头。', 'C': '.第k层与第k+1层相互没有影响', 'D': '.第k层使用第k+1层提供的服务'}","[""A""]",1.0,1,单选题,1.9,"[7849717, 7849718, 7849719, 7849720, 7825985, 7825986, 6191489, 6191491, 6191492, 6191493, 6191494]",Ex_109721,Chinese
Pm_136264,在局域网中常用的传输介质是哪种？,"{'A': '非屏蔽双绞线', 'B': '屏蔽双绞线', 'C': '单模光纤', 'D': '多模光纤'}","[""A""]",1.0,1,单选题,2.10,"[7849729, 7850900, 7850901, 7850902, 7850903, 7849734, 7849737, 7849738, 7849739, 6191530, 6191518, 6191521, 6191524, 6191528]",Ex_109736,Chinese
Pm_136265,以下面哪种方式，报文的内容不是按顺序到达目的节点的？,"{'A': '电路交换', 'B': '报文交换', 'C': '虚电路交换', 'D': '数据包交换'}","[""D""]",1.0,1,单选题,2.10,"[7849729, 7850900, 7850901, 7850902, 7850903, 7849734, 7849737, 7849738, 7849739, 6191530, 6191518, 6191521, 6191524, 6191528]",Ex_109736,Chinese
Pm_136266,当数字信号在模拟传输系统中传送时，在发送端和接收端分别需要什么设备？,"{'A': '调制器和解调器', 'B': '解调器和调制器', 'C': '编码器和解码器', 'D': '解码器和编码器'}","[""A""]",1.0,1,单选题,2.10,"[7849729, 7850900, 7850901, 7850902, 7850903, 7849734, 7849737, 7849738, 7849739, 6191530, 6191518, 6191521, 6191524, 6191528]",Ex_109736,Chinese
Pm_136267,公共电话交换网络（PSTN）主要由下面哪几部分构成？（多选）,"{'A': '交换局', 'B': '本地回路', 'C': '干线', 'D': '以上都不是'}","[""A"", ""B"", ""C""]",2.0,2,多选题,2.10,"[7849729, 7850900, 7850901, 7850902, 7850903, 7849734, 7849737, 7849738, 7849739, 6191530, 6191518, 6191521, 6191524, 6191528]",Ex_109736,Chinese
Pm_136268,在一根有传输延迟为5 ms 的4Mbps链路上发送500字节的消息，此消息从发送到传播至目的地的延迟共有多少？（延迟=发送时间+传播延迟）,"{'A': '5ms', 'B': '1ms', 'C': '9ms', 'D': '6ms'}","[""D""]",1.0,1,单选题,2.10,"[7849729, 7850900, 7850901, 7850902, 7850903, 7849734, 7849737, 7849738, 7849739, 6191530, 6191518, 6191521, 6191524, 6191528]",Ex_109736,Chinese
Pm_136269,在一个传播延迟为4ms的 5 Mbps 互联网访问链路上，传输数据最大数量是多少？,"{'A': '20bytes', 'B': '25KB', 'C': '200000bits', 'D': '2500bytes'}","[""D""]",1.0,1,单选题,2.10,"[7849729, 7850900, 7850901, 7850902, 7850903, 7849734, 7849737, 7849738, 7849739, 6191530, 6191518, 6191521, 6191524, 6191528]",Ex_109736,Chinese
Pm_136270,"一种使用 8个 电压级别的调制方案，分别对应 0 到 7。每个电压等级根据其二进制表示形式表示为 3 位，例如，电压等级 3 表示为""0 1 1""。请选出位序列010010001111表示的电压等级？","{'A': '8233', 'B': '1117', 'C': '010101', 'D': '2217'}","[""D""]",1.0,1,单选题,2.10,"[7849729, 7850900, 7850901, 7850902, 7850903, 7849734, 7849737, 7849738, 7849739, 6191530, 6191518, 6191521, 6191524, 6191528]",Ex_109736,Chinese
Pm_136271,8 级信号级别方案被用在一个 5 MHz频率波段中发送信息，数据传输最大比特率是多少？使用奈奎斯特定理求解。,"{'A': '80 Mbps', 'B': '10 Mbps', 'C': '20 Mbps', 'D': '30 Mbps'}","[""D""]",1.0,1,单选题,2.10,"[7849729, 7850900, 7850901, 7850902, 7850903, 7849734, 7849737, 7849738, 7849739, 6191530, 6191518, 6191521, 6191524, 6191528]",Ex_109736,Chinese
Pm_136272,32 个用户共享 2.048 Mbps 链路，使用FDM。每个用户实际使用多少带宽？,"{'A': '由于统计复用，超过 64 kbps。', 'B': '64 kbps （所有时间）', 'C': '2.048 Mbps （1/32 秒）', 'D': '64 kbps （1/32 秒）'}","[""B""]",1.0,1,单选题,2.10,"[7849729, 7850900, 7850901, 7850902, 7850903, 7849734, 7849737, 7849738, 7849739, 6191530, 6191518, 6191521, 6191524, 6191528]",Ex_109736,Chinese
Pm_136273,32 个用户共享 2.048 Mbps 链路，使用TDM。每个用户当轮使用时，以全速度发送8位。用户需要多长时间才能发送一次？,"{'A': '4 us', 'B': '125 us', 'C': '任何阶段都可被使用；它必须被指定', 'D': '4 ms'}","[""B""]",1.0,1,单选题,2.10,"[7849729, 7850900, 7850901, 7850902, 7850903, 7849734, 7849737, 7849738, 7849739, 6191530, 6191518, 6191521, 6191524, 6191528]",Ex_109736,Chinese
Pm_136274,"在一个有 100 ms （单程） 延迟（用D表示）的  1 Mbps 卫星链路上的发送 10,000 位的消息ARQ（自动重传请求）的最高吞吐量是多少？","{'A': '45 kbps', 'B': '48 kbps', 'C': '50 kbps', 'D': '91 kbps'}","[""B""]",1.0,1,单选题,3.10,"[7849744, 7826011, 7826013, 7826015, 7850919, 7850920, 7850922, 7826025, 6191586, 6191587, 6191588]",Ex_109747,Chinese
