log_id,problem_id,user_id,is_correct,attempts,score,submit_time
15852315_976095,Pm_976095,U_15852315,0,1,0.0,2020-08-22 12:35:33
15852315_976105,Pm_976105,U_15852315,1,1,1.0,2020-08-24 16:19:25
15852315_976120,Pm_976120,U_15852315,0,1,0.0,2020-08-31 11:29:22
15852315_976131,Pm_976131,U_15852315,0,1,0.0,2020-09-01 21:13:58
15852315_976132,Pm_976132,U_15852315,0,1,0.0,2020-09-02 16:53:07
20319134_738095,Pm_738095,U_20319134,0,1,0.0,2020-05-18 00:28:53
20319134_738096,Pm_738096,U_20319134,0,1,0.0,2020-05-18 00:28:56
20319134_738097,Pm_738097,U_20319134,0,1,0.0,2020-05-18 00:28:59
20319134_738098,Pm_738098,U_20319134,0,1,0.0,2020-05-18 00:29:01
20319134_738099,Pm_738099,U_20319134,0,1,0.0,2020-05-18 00:29:44
20319134_738100,Pm_738100,U_20319134,1,1,1.0,2020-05-18 00:29:47
20319134_738101,Pm_738101,U_20319134,0,1,0.0,2020-05-18 00:29:49
20319134_738102,Pm_738102,U_20319134,0,1,0.0,2020-05-18 00:29:51
20319134_738103,Pm_738103,U_20319134,1,1,1.0,2020-05-18 00:29:53
20319134_738104,Pm_738104,U_20319134,0,1,0.0,2020-05-18 00:29:55
20319134_738105,Pm_738105,U_20319134,0,1,0.0,2020-05-18 00:29:57
20319134_738106,Pm_738106,U_20319134,0,1,0.0,2020-05-18 00:30:01
20319134_738107,Pm_738107,U_20319134,0,1,0.0,2020-05-18 00:30:04
20319134_738108,Pm_738108,U_20319134,0,1,0.0,2020-05-18 00:30:15
20319134_738109,Pm_738109,U_20319134,0,1,0.0,2020-05-18 00:30:19
20319134_738110,Pm_738110,U_20319134,1,1,1.0,2020-05-18 00:30:21
20319134_738111,Pm_738111,U_20319134,0,1,0.0,2020-05-18 00:30:23
20319134_738112,Pm_738112,U_20319134,0,1,0.0,2020-05-18 00:30:25
20319134_738113,Pm_738113,U_20319134,0,1,0.0,2020-05-18 00:30:28
20319134_738114,Pm_738114,U_20319134,0,1,0.0,2020-05-18 00:30:30
20319134_738115,Pm_738115,U_20319134,0,1,0.0,2020-05-18 00:30:32
20319134_738116,Pm_738116,U_20319134,0,1,0.0,2020-05-18 00:30:35
20319134_738117,Pm_738117,U_20319134,0,1,0.0,2020-05-18 00:30:38
20319134_738118,Pm_738118,U_20319134,0,1,0.0,2020-05-18 00:30:41
20319134_738119,Pm_738119,U_20319134,0,1,0.0,2020-05-18 00:30:49
20319134_738120,Pm_738120,U_20319134,0,1,0.0,2020-05-18 00:30:53
20319134_738121,Pm_738121,U_20319134,1,1,1.0,2020-05-18 00:33:38
20319134_738122,Pm_738122,U_20319134,0,1,0.0,2020-05-18 00:33:40
20319134_738123,Pm_738123,U_20319134,0,1,0.0,2020-05-18 00:33:43
20319134_738124,Pm_738124,U_20319134,1,1,1.0,2020-05-18 00:33:46
20319134_738125,Pm_738125,U_20319134,0,1,0.0,2020-05-18 00:33:47
20319134_738126,Pm_738126,U_20319134,0,1,0.0,2020-05-18 00:33:50
20319134_738127,Pm_738127,U_20319134,0,1,0.0,2020-05-18 00:33:52
20319134_738128,Pm_738128,U_20319134,0,1,0.0,2020-05-18 00:33:55
20319134_738129,Pm_738129,U_20319134,0,1,0.0,2020-05-18 00:34:50
20319134_738130,Pm_738130,U_20319134,0,1,0.0,2020-05-18 00:33:59
20319134_738131,Pm_738131,U_20319134,1,1,1.0,2020-05-18 00:34:01
20319134_738132,Pm_738132,U_20319134,0,1,0.0,2020-05-18 00:34:04
20319134_738133,Pm_738133,U_20319134,0,1,0.0,2020-05-18 00:34:06
20319134_738134,Pm_738134,U_20319134,0,1,0.0,2020-05-18 00:34:09
20319134_738135,Pm_738135,U_20319134,1,1,1.0,2020-05-18 00:35:53
20319134_738136,Pm_738136,U_20319134,1,1,1.0,2020-05-18 00:35:57
20319134_738137,Pm_738137,U_20319134,0,1,0.0,2020-05-18 00:36:00
20319134_738138,Pm_738138,U_20319134,0,1,0.0,2020-05-18 00:36:05
20319134_738139,Pm_738139,U_20319134,0,1,0.0,2020-05-18 00:36:07
20319134_738140,Pm_738140,U_20319134,0,1,0.0,2020-05-18 00:36:10
20319134_738141,Pm_738141,U_20319134,0,1,0.0,2020-05-18 00:36:13
20319134_738142,Pm_738142,U_20319134,0,1,0.0,2020-05-18 00:36:16
20319134_738143,Pm_738143,U_20319134,0,1,0.0,2020-05-18 00:36:21
20319134_738144,Pm_738144,U_20319134,0,1,0.0,2020-05-18 00:36:25
20319134_738145,Pm_738145,U_20319134,0,1,0.0,2020-05-18 00:36:27
20319134_738146,Pm_738146,U_20319134,0,1,0.0,2020-05-18 00:36:31
20319134_738147,Pm_738147,U_20319134,1,1,1.0,2020-05-18 00:36:36
20319134_738148,Pm_738148,U_20319134,0,1,0.0,2020-05-18 00:36:39
20319134_738149,Pm_738149,U_20319134,1,1,1.0,2020-05-18 00:36:42
20319134_738150,Pm_738150,U_20319134,1,1,1.0,2020-05-18 00:36:44
20319134_738151,Pm_738151,U_20319134,1,1,1.0,2020-05-18 00:36:47
20319134_738152,Pm_738152,U_20319134,1,1,1.0,2020-05-18 00:36:51
20319134_738153,Pm_738153,U_20319134,0,1,0.0,2020-05-18 00:36:54
20319134_738154,Pm_738154,U_20319134,0,1,0.0,2020-05-18 00:36:56
20319134_738155,Pm_738155,U_20319134,1,1,1.0,2020-05-18 00:36:59
20319134_738156,Pm_738156,U_20319134,0,1,0.0,2020-05-18 00:37:02
20319134_738157,Pm_738157,U_20319134,0,1,0.0,2020-05-18 00:37:04
20319134_738158,Pm_738158,U_20319134,0,1,0.0,2020-05-18 00:37:07
2427702_1209638,Pm_1209638,U_2427702,1,1,1.0,2020-08-30 08:27:28
2427702_1209639,Pm_1209639,U_2427702,1,1,1.0,2020-08-30 08:27:33
2427702_1209640,Pm_1209640,U_2427702,1,1,2.0,2020-08-30 08:27:43
2427702_1209641,Pm_1209641,U_2427702,1,1,2.0,2020-08-30 08:27:58
2427702_1209642,Pm_1209642,U_2427702,0,1,0.0,2020-08-30 08:28:17
2427702_1209643,Pm_1209643,U_2427702,1,1,1.0,2020-08-30 08:04:23
2427702_1209644,Pm_1209644,U_2427702,0,1,0.0,2020-08-30 08:04:49
2427702_1209645,Pm_1209645,U_2427702,1,1,1.0,2020-08-30 08:05:18
2427702_1209646,Pm_1209646,U_2427702,1,1,1.0,2020-08-30 08:05:51
2427702_1209647,Pm_1209647,U_2427702,0,1,0.0,2020-08-30 08:06:00
2427702_1209653,Pm_1209653,U_2427702,0,1,0.0,2020-08-30 08:18:02
2427702_1209654,Pm_1209654,U_2427702,0,1,0.0,2020-08-30 08:18:14
2427702_1209655,Pm_1209655,U_2427702,1,1,2.0,2020-08-30 08:18:42
2427702_1209656,Pm_1209656,U_2427702,0,1,0.0,2020-08-30 08:18:52
2427702_1209657,Pm_1209657,U_2427702,1,1,2.0,2020-08-30 08:19:02
2427702_189414,Pm_189414,U_2427702,0,1,0.0,2020-08-29 19:01:29
2427702_189415,Pm_189415,U_2427702,1,1,1.0,2020-08-29 19:02:07
2427702_189416,Pm_189416,U_2427702,1,1,1.0,2020-08-29 19:02:22
2427702_189417,Pm_189417,U_2427702,1,1,1.0,2020-08-29 19:02:54
2427702_189418,Pm_189418,U_2427702,1,1,1.0,2020-08-29 19:15:04
2427702_189419,Pm_189419,U_2427702,1,1,1.0,2020-08-29 19:15:16
2427702_189420,Pm_189420,U_2427702,1,1,1.0,2020-08-29 19:15:24
2427702_189421,Pm_189421,U_2427702,1,1,1.0,2020-08-29 19:16:00
2427702_189422,Pm_189422,U_2427702,1,1,1.0,2020-08-29 19:16:10
2427702_189423,Pm_189423,U_2427702,1,1,1.0,2020-08-29 22:56:06
2427702_189424,Pm_189424,U_2427702,1,1,1.0,2020-08-29 22:56:15
2427702_189425,Pm_189425,U_2427702,1,1,1.0,2020-08-29 22:56:25
2427702_189426,Pm_189426,U_2427702,1,1,1.0,2020-08-29 22:56:31
2427702_189427,Pm_189427,U_2427702,0,1,0.0,2020-08-29 23:02:44
2427702_189428,Pm_189428,U_2427702,1,1,1.0,2020-08-29 23:03:01
2427702_189429,Pm_189429,U_2427702,1,1,1.0,2020-08-29 23:03:11
2427702_189430,Pm_189430,U_2427702,1,1,1.0,2020-08-29 23:13:07
2427702_189431,Pm_189431,U_2427702,1,1,1.0,2020-08-29 23:13:24
2427702_189432,Pm_189432,U_2427702,0,1,0.0,2020-08-29 23:13:36
2427702_189433,Pm_189433,U_2427702,1,1,1.0,2020-08-29 23:19:34
2427702_189434,Pm_189434,U_2427702,1,1,1.0,2020-08-29 23:19:49
2427702_189435,Pm_189435,U_2427702,1,1,1.0,2020-08-29 23:25:06
2427702_189436,Pm_189436,U_2427702,1,1,1.0,2020-08-29 23:25:30
2427702_189437,Pm_189437,U_2427702,1,1,1.0,2020-08-29 23:25:39
2427702_189438,Pm_189438,U_2427702,1,1,1.0,2020-08-29 23:25:46
2427702_189439,Pm_189439,U_2427702,1,1,1.0,2020-08-29 23:25:55
2427702_189440,Pm_189440,U_2427702,1,1,1.0,2020-08-29 23:29:55
2427702_189441,Pm_189441,U_2427702,1,1,1.0,2020-08-29 23:30:02
2427702_189442,Pm_189442,U_2427702,1,1,1.0,2020-08-29 23:30:20
2427702_189443,Pm_189443,U_2427702,1,1,1.0,2020-08-29 23:30:31
2427702_189444,Pm_189444,U_2427702,1,1,1.0,2020-08-29 23:30:37
2427702_189445,Pm_189445,U_2427702,1,1,1.0,2020-08-29 23:35:55
2427702_189446,Pm_189446,U_2427702,1,1,1.0,2020-08-29 23:36:03
2427702_189447,Pm_189447,U_2427702,1,1,1.0,2020-08-29 23:36:15
2427702_189448,Pm_189448,U_2427702,1,1,1.0,2020-08-29 23:36:22
2427702_189449,Pm_189449,U_2427702,1,1,1.0,2020-08-29 23:36:34
2427702_189450,Pm_189450,U_2427702,1,1,1.0,2020-08-29 23:41:30
2427702_189451,Pm_189451,U_2427702,1,1,1.0,2020-08-29 23:41:38
2427702_189452,Pm_189452,U_2427702,1,1,1.0,2020-08-29 23:41:44
2427702_189453,Pm_189453,U_2427702,1,1,1.0,2020-08-29 23:41:50
2427702_189454,Pm_189454,U_2427702,1,1,1.0,2020-08-29 23:41:58
2427702_189455,Pm_189455,U_2427702,1,1,1.0,2020-08-30 07:35:13
2427702_189456,Pm_189456,U_2427702,1,1,1.0,2020-08-30 07:35:28
2427702_189457,Pm_189457,U_2427702,1,1,1.0,2020-08-30 07:35:34
2427702_189458,Pm_189458,U_2427702,1,1,1.0,2020-08-30 07:35:40
2427702_189459,Pm_189459,U_2427702,1,1,1.0,2020-08-30 07:35:48
2427702_189470,Pm_189470,U_2427702,1,1,1.0,2020-08-30 07:49:09
2427702_189471,Pm_189471,U_2427702,1,1,1.0,2020-08-30 07:49:18
2427702_189472,Pm_189472,U_2427702,1,1,1.0,2020-08-30 07:49:26
2427702_189473,Pm_189473,U_2427702,1,1,1.0,2020-08-30 07:49:35
2427702_189474,Pm_189474,U_2427702,1,1,1.0,2020-08-30 07:49:42
2427702_189475,Pm_189475,U_2427702,1,1,1.0,2020-08-30 07:53:45
2427702_189476,Pm_189476,U_2427702,1,1,1.0,2020-08-30 07:53:53
2427702_189477,Pm_189477,U_2427702,1,1,1.0,2020-08-30 07:53:59
2427702_189478,Pm_189478,U_2427702,1,1,1.0,2020-08-30 07:54:05
2427702_189479,Pm_189479,U_2427702,1,1,1.0,2020-08-30 07:54:10
2427702_189480,Pm_189480,U_2427702,1,1,1.0,2020-08-30 07:57:14
2427702_189481,Pm_189481,U_2427702,1,1,1.0,2020-08-30 07:57:19
2427702_189482,Pm_189482,U_2427702,1,1,1.0,2020-08-30 07:57:22
2427702_189483,Pm_189483,U_2427702,1,1,1.0,2020-08-30 07:57:33
2427702_189484,Pm_189484,U_2427702,1,1,1.0,2020-08-30 07:57:48
26628855_738095,Pm_738095,U_26628855,1,1,1.0,2020-05-27 21:02:54
26628855_738096,Pm_738096,U_26628855,1,1,1.0,2020-05-27 21:03:06
26628855_738097,Pm_738097,U_26628855,1,1,1.0,2020-05-27 21:03:15
26628855_738098,Pm_738098,U_26628855,0,1,0.0,2020-05-27 21:03:30
26733676_976056,Pm_976056,U_26733676,0,1,0.0,2020-05-06 20:02:11
26733676_976077,Pm_976077,U_26733676,1,1,1.0,2020-05-15 22:47:01
26733676_976078,Pm_976078,U_26733676,1,1,1.0,2020-05-15 22:47:34
26733676_976079,Pm_976079,U_26733676,1,1,1.0,2020-05-15 22:47:49
26733676_976080,Pm_976080,U_26733676,0,1,0.0,2020-05-15 22:48:00
26733676_976081,Pm_976081,U_26733676,1,1,1.0,2020-05-15 22:48:16
26733676_976082,Pm_976082,U_26733676,1,1,2.0,2020-05-15 22:58:46
26733676_976083,Pm_976083,U_26733676,0,1,0.0,2020-05-15 22:59:07
26733676_976085,Pm_976085,U_26733676,1,1,1.0,2020-05-15 22:59:31
27741674_146689,Pm_146689,U_27741674,1,1,1.0,2020-07-12 22:26:15
27741674_146690,Pm_146690,U_27741674,1,1,1.0,2020-07-12 22:26:22
27741674_146691,Pm_146691,U_27741674,1,1,1.0,2020-07-12 22:26:37
27741674_146692,Pm_146692,U_27741674,1,1,1.0,2020-07-12 22:26:43
27741674_146693,Pm_146693,U_27741674,1,1,1.0,2020-07-12 22:26:52
27741674_146694,Pm_146694,U_27741674,1,1,1.0,2020-07-12 22:26:57
27741674_146695,Pm_146695,U_27741674,1,1,2.0,2020-07-12 22:27:11
27741674_146696,Pm_146696,U_27741674,0,1,0.0,2020-07-12 22:27:39
27741674_146697,Pm_146697,U_27741674,1,1,2.0,2020-07-12 22:28:14
27741674_146698,Pm_146698,U_27741674,1,1,2.0,2020-07-12 22:28:26
27741674_146699,Pm_146699,U_27741674,1,1,2.0,2020-07-12 22:28:46
27862163_412335,Pm_412335,U_27862163,1,1,1.0,2020-05-06 21:33:39
27862163_412336,Pm_412336,U_27862163,1,1,1.0,2020-05-06 21:33:56
27862163_412337,Pm_412337,U_27862163,1,1,1.0,2020-05-06 21:35:27
27862163_412338,Pm_412338,U_27862163,0,1,0.0,2020-05-06 21:38:10
27862163_412339,Pm_412339,U_27862163,1,1,1.0,2020-05-06 21:39:30
27862163_412340,Pm_412340,U_27862163,1,1,1.0,2020-05-06 21:41:58
27862163_412341,Pm_412341,U_27862163,1,1,1.0,2020-05-06 21:42:26
27862163_412342,Pm_412342,U_27862163,1,1,1.0,2020-05-06 21:43:17
27862163_412344,Pm_412344,U_27862163,1,1,1.0,2020-05-06 21:48:12
27862163_412345,Pm_412345,U_27862163,1,1,1.0,2020-05-06 21:51:39
27862163_412346,Pm_412346,U_27862163,1,1,1.0,2020-05-06 21:51:52
27862163_412347,Pm_412347,U_27862163,1,1,1.0,2020-05-06 21:53:03
27862163_412348,Pm_412348,U_27862163,1,1,1.0,2020-05-06 21:55:00
27862163_412375,Pm_412375,U_27862163,1,1,1.0,2020-05-07 13:39:02
27862163_412376,Pm_412376,U_27862163,0,1,0.0,2020-05-07 13:43:13
27862163_412377,Pm_412377,U_27862163,1,1,1.0,2020-05-07 14:05:31
27862163_412378,Pm_412378,U_27862163,0,1,0.0,2020-05-07 14:13:19
27862163_412379,Pm_412379,U_27862163,0,1,0.0,2020-05-07 14:15:53
27890852_2679618,Pm_2679618,U_27890852,1,1,1.0,2020-05-27 09:57:42
27890852_2679619,Pm_2679619,U_27890852,1,1,1.0,2020-05-27 09:57:51
27890852_2679620,Pm_2679620,U_27890852,1,2,1.0,2020-05-27 09:57:59
27890852_2679621,Pm_2679621,U_27890852,1,1,1.0,2020-05-27 09:58:04
27890852_2679622,Pm_2679622,U_27890852,1,1,1.0,2020-05-27 09:58:06
27890852_2679623,Pm_2679623,U_27890852,0,2,0.0,2020-05-27 09:58:28
27890852_2679624,Pm_2679624,U_27890852,1,1,1.0,2020-05-27 09:58:35
27890852_2679625,Pm_2679625,U_27890852,1,1,1.0,2020-05-27 09:58:40
27890852_2679626,Pm_2679626,U_27890852,1,1,1.0,2020-05-27 09:58:42
27890852_2679627,Pm_2679627,U_27890852,0,2,0.0,2020-05-27 09:58:46
27890852_2679628,Pm_2679628,U_27890852,1,1,1.0,2020-06-03 10:06:20
27890852_2679629,Pm_2679629,U_27890852,1,2,1.0,2020-06-03 10:06:39
27890852_2679630,Pm_2679630,U_27890852,1,1,1.0,2020-06-03 10:06:45
27890852_2679631,Pm_2679631,U_27890852,1,2,1.0,2020-06-03 10:06:55
27890852_2679632,Pm_2679632,U_27890852,1,1,1.0,2020-06-03 10:07:06
27890852_2679633,Pm_2679633,U_27890852,1,1,1.0,2020-06-03 10:07:38
27890852_2679634,Pm_2679634,U_27890852,1,1,1.0,2020-06-03 10:07:58
27890852_2679635,Pm_2679635,U_27890852,0,2,0.0,2020-06-03 10:08:19
27890852_2679636,Pm_2679636,U_27890852,1,1,2.0,2020-06-03 10:09:00
27890852_2679637,Pm_2679637,U_27890852,0,2,0.0,2020-06-03 10:09:46
28145151_146588,Pm_146588,U_28145151,1,1,1.0,2020-06-16 15:20:16
28145151_146589,Pm_146589,U_28145151,0,1,0.0,2020-06-16 15:20:33
28145151_146590,Pm_146590,U_28145151,0,1,0.0,2020-06-16 15:21:38
28145151_146591,Pm_146591,U_28145151,0,1,0.0,2020-06-16 15:22:16
28145151_146592,Pm_146592,U_28145151,0,1,0.0,2020-06-16 15:22:47
28145151_146593,Pm_146593,U_28145151,1,1,2.0,2020-06-16 15:23:12
28145151_146594,Pm_146594,U_28145151,0,1,0.0,2020-06-16 15:24:00
28145151_146595,Pm_146595,U_28145151,0,1,0.0,2020-06-16 15:24:49
28145151_146596,Pm_146596,U_28145151,1,1,2.0,2020-06-16 15:25:18
28145151_146597,Pm_146597,U_28145151,1,1,2.0,2020-06-16 15:25:45
28145151_146598,Pm_146598,U_28145151,0,1,0.0,2020-06-16 15:25:56
28145151_146599,Pm_146599,U_28145151,1,1,1.0,2020-06-16 15:28:18
28145151_146600,Pm_146600,U_28145151,1,1,1.0,2020-06-16 15:28:43
28145151_146601,Pm_146601,U_28145151,1,1,1.0,2020-06-16 15:28:56
29040364_146588,Pm_146588,U_29040364,1,1,1.0,2020-07-01 10:48:42
29040364_146589,Pm_146589,U_29040364,1,1,2.0,2020-07-01 10:50:12
29040364_146590,Pm_146590,U_29040364,0,1,0.0,2020-07-01 10:50:41
29040364_146591,Pm_146591,U_29040364,0,1,0.0,2020-07-01 10:51:22
29040364_146592,Pm_146592,U_29040364,1,1,2.0,2020-07-01 10:51:49
29040364_146593,Pm_146593,U_29040364,1,1,2.0,2020-07-01 10:52:09
29040364_146594,Pm_146594,U_29040364,1,1,2.0,2020-07-01 10:52:39
29040364_146595,Pm_146595,U_29040364,0,1,0.0,2020-07-01 10:53:06
29040364_146596,Pm_146596,U_29040364,0,1,0.0,2020-07-01 10:53:44
29040364_146597,Pm_146597,U_29040364,0,1,0.0,2020-07-01 10:54:27
29040364_146598,Pm_146598,U_29040364,1,1,2.0,2020-07-01 10:54:47
29040364_146599,Pm_146599,U_29040364,1,1,1.0,2020-07-01 10:55:35
29040364_146600,Pm_146600,U_29040364,1,1,1.0,2020-07-01 10:55:58
29040364_146601,Pm_146601,U_29040364,1,1,1.0,2020-07-01 10:56:06
29040364_146604,Pm_146604,U_29040364,0,1,0.0,2020-07-05 11:24:50
29040364_146605,Pm_146605,U_29040364,1,1,1.0,2020-07-05 11:25:39
29040364_146606,Pm_146606,U_29040364,1,1,1.0,2020-07-05 11:25:53
29040364_146607,Pm_146607,U_29040364,1,1,2.0,2020-07-05 11:26:17
29040364_146608,Pm_146608,U_29040364,0,1,0.0,2020-07-05 11:26:48
29040364_146609,Pm_146609,U_29040364,1,1,2.0,2020-07-05 11:28:18
29040364_146610,Pm_146610,U_29040364,1,1,1.0,2020-07-05 11:40:47
29040364_146611,Pm_146611,U_29040364,1,1,1.0,2020-07-05 14:43:21
29040364_146612,Pm_146612,U_29040364,0,1,0.0,2020-07-05 14:45:25
29040364_146613,Pm_146613,U_29040364,0,1,0.0,2020-07-05 14:45:54
29040364_146614,Pm_146614,U_29040364,1,1,1.0,2020-07-05 14:46:23
29040364_146615,Pm_146615,U_29040364,1,1,2.0,2020-07-05 14:49:11
29040364_146616,Pm_146616,U_29040364,0,1,0.0,2020-07-06 14:59:54
29040364_146617,Pm_146617,U_29040364,1,1,2.0,2020-07-06 15:05:38
29040364_146618,Pm_146618,U_29040364,0,1,0.0,2020-07-06 15:06:12
29040364_146619,Pm_146619,U_29040364,1,1,2.0,2020-07-06 15:07:11
29040364_146620,Pm_146620,U_29040364,0,1,0.0,2020-07-06 15:07:37
29040364_146621,Pm_146621,U_29040364,0,1,0.0,2020-07-06 15:07:56
29040364_146622,Pm_146622,U_29040364,1,1,2.0,2020-07-06 15:08:19
29040364_146623,Pm_146623,U_29040364,0,1,0.0,2020-07-06 15:08:47
29040364_146624,Pm_146624,U_29040364,0,1,0.0,2020-07-06 15:09:04
29040364_146625,Pm_146625,U_29040364,0,1,0.0,2020-07-07 08:37:16
29040364_146626,Pm_146626,U_29040364,0,1,0.0,2020-07-07 08:39:24
29040364_146627,Pm_146627,U_29040364,1,1,2.0,2020-07-07 08:42:29
29040364_146628,Pm_146628,U_29040364,1,1,2.0,2020-07-07 08:43:08
29040364_146630,Pm_146630,U_29040364,1,1,2.0,2020-07-07 08:43:34
29040364_146631,Pm_146631,U_29040364,1,1,1.0,2020-07-07 08:45:25
29040364_146632,Pm_146632,U_29040364,0,1,0.0,2020-07-07 08:46:00
29040364_146633,Pm_146633,U_29040364,1,1,2.0,2020-07-07 08:46:22
29040364_146634,Pm_146634,U_29040364,0,1,0.0,2020-07-07 08:47:37
29040364_146635,Pm_146635,U_29040364,1,1,2.0,2020-07-07 08:48:28
29040364_146636,Pm_146636,U_29040364,1,1,1.0,2020-07-07 08:48:44
29040364_146637,Pm_146637,U_29040364,1,1,2.0,2020-07-07 08:51:18
29040364_146638,Pm_146638,U_29040364,1,1,1.0,2020-07-07 08:51:59
29040364_146639,Pm_146639,U_29040364,1,1,2.0,2020-07-07 08:52:35
29040364_146640,Pm_146640,U_29040364,1,1,1.0,2020-07-08 09:48:07
29040364_146641,Pm_146641,U_29040364,1,1,1.0,2020-07-08 09:48:51
29040364_146642,Pm_146642,U_29040364,1,1,1.0,2020-07-08 09:57:02
29040364_146643,Pm_146643,U_29040364,1,1,2.0,2020-07-08 09:57:46
29040364_146644,Pm_146644,U_29040364,1,1,2.0,2020-07-08 09:58:22
29040364_146645,Pm_146645,U_29040364,1,1,2.0,2020-07-08 09:59:06
29040364_146646,Pm_146646,U_29040364,0,1,0.0,2020-07-08 09:59:53
29040364_146647,Pm_146647,U_29040364,0,1,0.0,2020-07-08 10:00:43
29040364_146648,Pm_146648,U_29040364,0,1,0.0,2020-07-08 10:01:28
29040364_146650,Pm_146650,U_29040364,1,1,1.0,2020-07-08 14:45:11
29040364_146651,Pm_146651,U_29040364,1,1,1.0,2020-07-08 14:45:22
29040364_146652,Pm_146652,U_29040364,1,1,2.0,2020-07-08 14:45:39
29040364_146653,Pm_146653,U_29040364,1,1,2.0,2020-07-08 14:45:57
29040364_146654,Pm_146654,U_29040364,1,1,1.0,2020-07-08 14:46:25
29040364_146655,Pm_146655,U_29040364,0,1,0.0,2020-07-08 14:46:59
29040364_146656,Pm_146656,U_29040364,1,1,1.0,2020-07-08 14:47:38
29040364_146657,Pm_146657,U_29040364,1,1,1.0,2020-07-08 14:47:54
29040364_146659,Pm_146659,U_29040364,1,1,1.0,2020-07-13 10:14:10
29040364_146660,Pm_146660,U_29040364,1,1,1.0,2020-07-13 10:14:17
29040364_146661,Pm_146661,U_29040364,0,1,0.0,2020-07-13 10:14:46
29040364_146662,Pm_146662,U_29040364,0,1,0.0,2020-07-13 10:31:07
29040364_146663,Pm_146663,U_29040364,1,1,2.0,2020-07-13 10:32:01
29040364_146664,Pm_146664,U_29040364,0,1,0.0,2020-07-13 10:32:10
29040364_146665,Pm_146665,U_29040364,0,1,0.0,2020-07-13 10:32:21
29040364_146666,Pm_146666,U_29040364,0,1,0.0,2020-07-13 10:33:23
29040364_146667,Pm_146667,U_29040364,1,1,2.0,2020-07-13 10:34:03
29040364_146668,Pm_146668,U_29040364,1,1,2.0,2020-07-13 10:34:30
29040364_146669,Pm_146669,U_29040364,0,1,0.0,2020-07-13 10:35:12
29040364_146670,Pm_146670,U_29040364,0,1,0.0,2020-07-13 10:36:13
29040364_146671,Pm_146671,U_29040364,1,1,2.0,2020-07-13 10:37:05
29040364_146672,Pm_146672,U_29040364,0,1,0.0,2020-07-13 10:38:11
29040364_146673,Pm_146673,U_29040364,1,1,2.0,2020-07-13 10:38:30
29040364_146674,Pm_146674,U_29040364,0,1,0.0,2020-07-13 10:38:55
29040364_146676,Pm_146676,U_29040364,1,1,1.0,2020-07-19 11:35:28
29040364_146677,Pm_146677,U_29040364,1,1,1.0,2020-07-19 11:35:33
29040364_146678,Pm_146678,U_29040364,1,1,1.0,2020-07-19 11:35:42
29040364_146679,Pm_146679,U_29040364,0,1,0.0,2020-07-19 11:37:26
29040364_146680,Pm_146680,U_29040364,0,1,0.0,2020-07-19 11:38:18
29040364_146681,Pm_146681,U_29040364,1,1,2.0,2020-07-19 11:39:23
29040364_146682,Pm_146682,U_29040364,1,1,2.0,2020-07-19 11:40:19
29040364_146683,Pm_146683,U_29040364,1,1,2.0,2020-07-19 11:40:29
29040364_146684,Pm_146684,U_29040364,0,1,0.0,2020-07-19 11:41:31
29040364_146685,Pm_146685,U_29040364,0,1,0.0,2020-07-19 11:42:43
29040364_146686,Pm_146686,U_29040364,1,1,2.0,2020-07-19 11:43:07
29040364_146687,Pm_146687,U_29040364,1,1,1.0,2020-07-19 11:43:19
29040364_146689,Pm_146689,U_29040364,1,1,1.0,2020-07-21 12:58:28
29040364_146690,Pm_146690,U_29040364,1,1,1.0,2020-07-21 12:58:32
29040364_146691,Pm_146691,U_29040364,1,1,1.0,2020-07-21 12:58:50
29040364_146692,Pm_146692,U_29040364,0,1,0.0,2020-07-21 12:59:08
29040364_146693,Pm_146693,U_29040364,1,1,1.0,2020-07-21 13:00:14
29040364_146694,Pm_146694,U_29040364,1,1,1.0,2020-07-21 13:00:19
29040364_146695,Pm_146695,U_29040364,1,1,2.0,2020-07-21 13:00:37
29040364_146696,Pm_146696,U_29040364,0,1,0.0,2020-07-21 13:00:58
29040364_146697,Pm_146697,U_29040364,0,1,0.0,2020-07-21 13:02:32
29040364_146698,Pm_146698,U_29040364,1,1,2.0,2020-07-21 13:03:41
29040364_146699,Pm_146699,U_29040364,1,1,2.0,2020-07-21 13:03:52
29040364_146700,Pm_146700,U_29040364,0,1,0.0,2020-07-27 10:28:12
29040364_146701,Pm_146701,U_29040364,1,1,1.0,2020-07-27 10:29:08
29040364_146702,Pm_146702,U_29040364,0,1,0.0,2020-07-27 10:34:54
29040364_146703,Pm_146703,U_29040364,0,1,0.0,2020-07-27 10:35:23
29040364_146704,Pm_146704,U_29040364,1,1,2.0,2020-07-27 10:35:34
29040364_146705,Pm_146705,U_29040364,0,1,0.0,2020-07-27 10:36:01
29040364_146706,Pm_146706,U_29040364,0,1,0.0,2020-07-27 10:36:53
29040364_146707,Pm_146707,U_29040364,0,1,0.0,2020-07-27 10:37:44
29040364_146708,Pm_146708,U_29040364,0,1,0.0,2020-07-27 10:38:32
29040364_146709,Pm_146709,U_29040364,1,1,1.0,2020-07-27 10:38:53
29040364_146710,Pm_146710,U_29040364,1,1,2.0,2020-07-27 10:39:06
29040364_146711,Pm_146711,U_29040364,0,1,0.0,2020-07-27 10:39:52
29040364_146712,Pm_146712,U_29040364,0,1,0.0,2020-07-27 10:40:09
