course_id,exercise_id,titles,chapter
C_681345,Ex_188597,"['第三章 让画面更真实的秘密', None, '3.5.2 夜晚的室内光照就这么来--作业']",2.31
C_681345,Ex_188598,"['第三章 让画面更真实的秘密', None, '3.6.1 渲染也有技巧--作业']",2.33
C_681345,Ex_188599,"['第三章 让画面更真实的秘密', None, '3.6.2 进阶技巧2：法线和平滑组--作业']",2.35
C_681345,Ex_188612,"['第四章 给模型穿上漂亮的衣裳', None, '4.1 四分钟了解本章内容--作业']",3.1
C_681345,Ex_188613,"['第四章 给模型穿上漂亮的衣裳', None, '4.2.1 材质编辑器打开的方法--作业']",3.3
C_681345,Ex_188614,"['第四章 给模型穿上漂亮的衣裳', None, '4.2.2 物理材质，质感制作如此简单--作业']",3.5
C_681345,Ex_188615,"['第四章 给模型穿上漂亮的衣裳', None, '4.2.3 材质身边的三个助手--作业']",3.7
C_681345,Ex_188616,"['第四章 给模型穿上漂亮的衣裳', None, '4.2.4 创建一个简单的材质--作业']",3.9
C_681345,Ex_188617,"['第四章 给模型穿上漂亮的衣裳', None, '4.3.1 不同的贴图通道，实现不同的效果--作业']",3.11
C_681345,Ex_188618,"['第四章 给模型穿上漂亮的衣裳', None, '4.3.2 位图节点，小节点大用处--作业']",3.13
C_681345,Ex_188619,"['第四章 给模型穿上漂亮的衣裳', None, '4.4.1 UVW贴图法1:锁住贴图的方法--作业']",3.15
C_681345,Ex_188620,"['第四章 给模型穿上漂亮的衣裳', None, '4.4.2 UVW贴图法2：多层叠加的玩法--作业']",3.17
C_681345,Ex_188621,"['第四章 给模型穿上漂亮的衣裳', None, '4.4.3 UVW展开1：编辑功能大杂烩--作业']",3.19
C_681345,Ex_188622,"['第四章 给模型穿上漂亮的衣裳', None, '4.4.4 UVW展开2：投影法这么玩--作业']",3.21
C_681345,Ex_188623,"['第四章 给模型穿上漂亮的衣裳', None, '4.4.5 UVW展开3：功能强大的UV编辑器--作业']",3.23
C_681345,Ex_188635,"['第五章 动画的基本功', None, '5.1 聊聊动画--作业']",4.1
C_681345,Ex_188636,"['第五章 动画的基本功', None, '5.2.1 3dsMax的动画模块--作业']",4.3
C_681345,Ex_188637,"['第五章 动画的基本功', None, '5.2.2 让动画更有趣的法则1：时间和空间幅度--作业']",4.5
C_681345,Ex_188638,"['第五章 动画的基本功', None, '5.2.3 让动画更有趣的法则2：缓动--作业']",4.7
C_681345,Ex_188639,"['第五章 动画的基本功', None, '5.2.4 让动画更有趣的法则3：挤压和拉伸--作业']",4.9
C_681345,Ex_188640,"['第五章 动画的基本功', None, '5.3.1 动画技法1：子父子链接--作业']",4.11
C_681345,Ex_188641,"['第五章 动画的基本功', None, '5.3.2 动画技法2：循环动画--作业']",4.13
C_681345,Ex_188642,"['第五章 动画的基本功', None, '5.4.1 摄像机就这么玩--作业']",4.15
C_681345,Ex_188643,"['第五章 动画的基本功', None, '5.4.2 摄像机里不能被忽略的安全框--作业']",4.17
C_681345,Ex_188644,"['第五章 动画的基本功', None, '5.4.3 摄像机的运动--作业']",4.19
C_681345,Ex_188645,"['第五章 动画的基本功', None, '5.4.4 镜头的跟拍--作业']",4.21
C_681345,Ex_188652,"['第六章 什么东西都可以信手拈来', None, '6.1 用Arnold渲染一张VR全景图']",5.1
C_681345,Ex_188653,"['第六章 什么东西都可以信手拈来', None, '6.2 快速实现VR交互--作业']",5.3
C_681345,Ex_188654,"['第六章 什么东西都可以信手拈来', None, '6.3 快速实现AR交互--作业']",5.5
C_681345,Ex_188655,"['第六章 什么东西都可以信手拈来', None, '6.4 3ds Max的朋友们--作业']",5.7
C_681345,Ex_188656,"['第六章 什么东西都可以信手拈来', None, '6.5 自我学习与提高方法--作业']",5.9
C_681345,Ex_188657,"['第六章 什么东西都可以信手拈来', None, '6.6 获得资源的方法--作业']",5.11
C_681357,Ex_189612,"['第1章  万物互联简介', None, '第1章  万物互联简介--第一章习题']",1.7
C_681357,Ex_189618,"['第2章  万物互联支撑要素', None, '第2章  万物互联支撑要素--第二章习题']",2.6
C_681357,Ex_189624,"['第3章  联所未连', None, '第3章  联所未连--第三章习题']",3.6
C_681357,Ex_189628,"['第4章  过渡到IoE', None, '第4章  过渡到IoE--第四章习题']",4.4
C_681444,Ex_197238,"['第一章-AI鸟瞰及进阶指南', None, '1.7：第一章-作业提交-历史版本--作业']",1.2
C_681444,Ex_197246,"['第二章-机器学习入门', None, '2.6：第二章-作业提交--作业']",2.7
C_681444,Ex_197253,"['第三章-经典神经网络', None, '3.6：第三章-作业提交--作业']",3.7
C_681444,Ex_197261,"['第四章-深度神经网络', None, '4.7：第四章-作业提交--作业']",4.8
C_681444,Ex_197269,"['第五章-卷积神经网络', None, '5.8：第五章-作业提交--作业']",5.9
C_681444,Ex_197279,"['第六章-视觉分类任务', None, '6.10：第六章-作业提交--作业']",6.11
C_681444,Ex_197285,"['第七章-视觉探测任务', None, '7.6：第七章-作业提交--作业']",7.7
C_681692,Ex_213482,"['第一章 人类的密友还是对手？', None, '1.1 未来什么职业会被取代？--作业']",2.2
C_681692,Ex_213483,"['第一章 人类的密友还是对手？', None, '1.2 人工智能在哪里--作业']",2.4
C_681692,Ex_213484,"['第一章 人类的密友还是对手？', None, '1.3 强人工智能和弱人工智能--作业']",2.6
C_681692,Ex_213485,"['第一章 人类的密友还是对手？', None, '1.4 人工智能靠什么实现？--作业']",2.8
C_681692,Ex_213486,"['第一章 人类的密友还是对手？', None, '1.5 5G和人工智能有何关系？--作业']",2.10
C_681692,Ex_213496,"['第二章 五代十国之争', None, '2.1  5G，你是不是只比4G多1G？--作业']",3.2
C_681692,Ex_213497,"['第二章 五代十国之争', None, '2.2  5G，初见--作业']",3.4
C_681692,Ex_213498,"['第二章 五代十国之争', None, '2.3  5G，五代十国的史诗--作业']",3.6
C_681692,Ex_213499,"['第二章 五代十国之争', None, '2.4  五代是哪五代？--作业']",3.8
C_681692,Ex_213500,"['第二章 五代十国之争', None, '2.5  5G的三大场景--作业']",3.10
C_681692,Ex_213501,"['第二章 五代十国之争', None, '2.6  五代（5G）演进到哪儿啦？--作业']",3.12
C_681692,Ex_213502,"['第二章 五代十国之争', None, '2.7  马上就要来到的5G，我能做什么产品？--作业']",3.14
C_681692,Ex_213503,"['第二章 五代十国之争', None, '2.8  围咖夜话（专家访谈）--作业']",3.16
C_681692,Ex_213512,"['第三章 5G以前的故事', None, '3.1  3G之母（多址 核心技术 CDMA)上--作业']",4.2
C_681692,Ex_213513,"['第三章 5G以前的故事', None, '3.2  3G之母（多址 核心技术 CDMA)下--作业']",4.4
C_681692,Ex_213514,"['第三章 5G以前的故事', None, '3.3  高个爸爸与大盗--作业']",4.6
C_681692,Ex_213515,"['第三章 5G以前的故事', None, '3.4  4G的变局,半路杀出的Wi--作业']",4.8
C_681692,Ex_213516,"['第三章 5G以前的故事', None, '3.5  4G的核心技术--作业']",4.10
C_681692,Ex_213517,"['第三章 5G以前的故事', None, '3.6  羞涩的4G，前进的5G--作业']",4.12
C_681692,Ex_213518,"['第三章 5G以前的故事', None, '3.7  5G网络架构--作业']",4.14
C_681692,Ex_213519,"['第三章 5G以前的故事', None, '3.8  围咖夜话（专家访谈）--作业']",4.16
C_681692,Ex_213526,"['第四章 Al, GOGOGO!', None, '4.1  我们来说说“狗”--作业']",5.2
C_681692,Ex_213527,"['第四章 Al, GOGOGO!', None, '4.2 《阿尔法狗》前世今生--作业']",5.4
C_681692,Ex_213528,"['第四章 Al, GOGOGO!', None, '4.3  AlphaGo 的原理--作业']",5.6
C_681692,Ex_213529,"['第四章 Al, GOGOGO!', None, '4.4  阿尔法狗和我们有什么关系？--作业']",5.8
C_681692,Ex_213530,"['第四章 Al, GOGOGO!', None, '4.5  深度学习AlphaGo (1)--作业']",5.10
C_681692,Ex_213531,"['第四章 Al, GOGOGO!', None, '4.6  深度学习AlphaGo(2)--作业']",5.12
C_681692,Ex_213538,"['第五章 可以读的视觉', None, '5.1  无处不在的感知--作业']",6.2
C_681692,Ex_213539,"['第五章 可以读的视觉', None, '5.2  5G和视觉--作业']",6.4
C_681692,Ex_213540,"['第五章 可以读的视觉', None, '5.3  AI视觉，靠脸吃饭--作业']",6.6
C_681692,Ex_213541,"['第五章 可以读的视觉', None, '5.4  如何应对伪造者？--作业']",6.8
C_681692,Ex_213542,"['第五章 可以读的视觉', None, '5.5  手机上的视觉--作业']",6.10
C_681692,Ex_213550,"['第六章 自动驾驶', None, '6.1  自动驾驶，离得不远--作业']",7.2
C_681692,Ex_213551,"['第六章 自动驾驶', None, '6.2  无人驾驶实现有多难--作业']",7.4
C_681692,Ex_213552,"['第六章 自动驾驶', None, '6.3  自动驾驶也有等级--作业']",7.6
C_681692,Ex_213553,"['第六章 自动驾驶', None, '6.4 无人车的视觉--作业']",7.8
C_681692,Ex_213554,"['第六章 自动驾驶', None, '6.5 自动驾驶和5G的关系(1)--作业']",7.10
C_681692,Ex_213555,"['第六章 自动驾驶', None, '6.6 自动驾驶和5G的关系(2)--作业']",7.12
C_681729,Ex_216903,"['第一章            基础知识', None, '习题--作业']",1.7
C_681729,Ex_216909,"['第二章            确定有限自动机', None, '习题--作业']",2.6
C_681729,Ex_216916,"['第三章            非确定有限自动机', None, '习题--作业']",3.7
C_681729,Ex_216923,"['第四章            正则表示', None, '习题--作业']",4.7
C_681729,Ex_216928,"['第五章            正则文法和正则语言', None, '习题--作业']",5.5
C_681729,Ex_216935,"['第六章            正则语言的性质与DFA优化', None, '习题--作业']",6.7
C_681729,Ex_216941,"['第七章 上下文无关文法和推导', None, '习题--作业']",7.6
C_681729,Ex_216948,"['第八章  CFG的应用与文法的二义性', None, '习题--作业']",8.7
C_681729,Ex_216954,"['第九章 下推自动机', None, '习题--作业']",9.6
C_681729,Ex_216962,"['第十章 下推自动机与CFG化简规范', None, '习题--作业']",10.8
C_681729,Ex_216969,"['第十一章 上下文无关语言的性质', None, '习题--作业']",11.7
C_681729,Ex_216975,"['第十二章 Turing机', None, '习题--作业']",12.6
C_681729,Ex_216981,"['第十三章 图灵机的扩展', None, '习题--作业']",13.6
C_681729,Ex_216987,"['第十四章 不可判定问题', None, '习题--作业']",14.6
C_681729,Ex_216993,"['第十五章 自动机及应用', None, '习题--作业']",15.6
C_681745,Ex_219649,"['第2章 信息素养概述', None, '2.1 信息素养提出的背景--作业']",2.2
C_681745,Ex_219650,"['第2章 信息素养概述', None, '2.2 什么是信息素养--作业']",2.4
C_681745,Ex_219651,"['第2章 信息素养概述', None, '2.3信息素养的教育与训练--作业']",2.6
C_681745,Ex_219653,"['第2章 信息素养概述', None, '第二章  考试题']",2.7
C_681745,Ex_219658,"['第3章 信息检索与综合类搜索引擎', None, '3.1信息素养与信息检索--作业']",3.2
C_681745,Ex_219659,"['第3章 信息检索与综合类搜索引擎', None, '3.2 综合类搜索引擎--作业']",3.4
C_681745,Ex_219660,"['第3章 信息检索与综合类搜索引擎', None, '3.3 搜索引擎的高级搜索语法--作业']",3.6
C_681745,Ex_219661,"['第3章 信息检索与综合类搜索引擎', None, '3.4 高级搜索语法与高级搜索界面--作业']",3.8
C_681745,Ex_219662,"['第3章 信息检索与综合类搜索引擎', None, '第三章 考试题']",3.9
C_681745,Ex_219667,"['第4章 垂直类搜索引擎', None, '4.1视频和图片搜索--作业']",4.2
C_681745,Ex_219668,"['第4章 垂直类搜索引擎', None, '4.2 图标、声音和程序代码搜索--作业']",4.4
C_681745,Ex_219669,"['第4章 垂直类搜索引擎', None, '4.3 网盘、电子书、字体和外文翻译搜索--作业']",4.6
C_681745,Ex_219670,"['第4章 垂直类搜索引擎', None, '第四章  考试题']",4.7
C_681745,Ex_219677,"['第5章 计算机新技术', None, '5.1 从互联网到物联网--作业']",5.2
C_681745,Ex_219678,"['第5章 计算机新技术', None, '5.2 物联网在重点领域中的应用--作业']",5.4
C_681745,Ex_219680,"['第5章 计算机新技术', None, '5.3 大数据及其应用--作业']",5.6
C_681745,Ex_219681,"['第5章 计算机新技术', None, '5.4 人工智能及其应用--作业']",5.8
C_681745,Ex_219682,"['第5章 计算机新技术', None, '5.5 互联网+与创新创业--作业']",5.10
C_681745,Ex_219683,"['第5章 计算机新技术', None, '5.6 互联网+下的当代生活--作业']",5.12
C_681745,Ex_219684,"['第5章 计算机新技术', None, '第五章  考试题']",5.13
C_681745,Ex_219689,"['第6章 信息的获取与鉴别', None, '6.1 信息的获取-通过搜索引擎和邮件订阅--作业']",6.2
C_681745,Ex_219690,"['第6章 信息的获取与鉴别', None, '6.2 信息的获取-通过服务网站或APP--作业']",6.4
C_681745,Ex_219691,"['第6章 信息的获取与鉴别', None, '6.3 鉴别信息的基本方法和网站鉴别--作业']",6.6
C_681745,Ex_219693,"['第6章 信息的获取与鉴别', None, '6.4 鉴别新闻、消息信息的质量--作业']",6.8
C_681745,Ex_219694,"['第6章 信息的获取与鉴别', None, '第六章 考试题']",6.9
C_681745,Ex_219699,"['第7章 学术和专利信息检索', None, '7.1 中文学术信息检索--作业']",7.2
C_681745,Ex_219700,"['第7章 学术和专利信息检索', None, '7.2 外文学术信息检索--作业']",7.4
C_681745,Ex_219701,"['第7章 学术和专利信息检索', None, '7.3 搜索引擎的学术信息检索--作业']",7.6
C_681745,Ex_219702,"['第7章 学术和专利信息检索', None, '7.4 专利信息检索--作业']",7.8
C_681745,Ex_219703,"['第7章 学术和专利信息检索', None, '第七章 考试题']",7.9
C_681745,Ex_219707,"['第8章 信息安全', None, '第8章 信息安全--8.1 信息安全知多少']",8.2
C_681745,Ex_219708,"['第8章 信息安全', None, '8.2 重要数据要加密--作业']",8.4
C_681745,Ex_219709,"['第8章 信息安全', None, '8.3 个人信息安全--作业']",8.6
C_681745,Ex_219710,"['第8章 信息安全', None, '第八章  考试题']",8.7
C_681745,Ex_219715,"['第9章 信息的处理、表达及存储', None, '9.1 信息的处理、表达及存储--作业']",9.2
C_681745,Ex_219716,"['第9章 信息的处理、表达及存储', None, '9.2 如何让PPT高、大、上--作业']",9.4
C_681745,Ex_219717,"['第9章 信息的处理、表达及存储', None, '9.3 信息的表达--作业']",9.6
C_681745,Ex_219718,"['第9章 信息的处理、表达及存储', None, '9.4 信息的存储--作业']",9.8
C_681745,Ex_219719,"['第9章 信息的处理、表达及存储', None, '第九章 考试题']",9.9
C_681767,Ex_223584,"['1.认识计算机', None, '1.1 计算机的发展和分类--作业']",1.2
C_681767,Ex_223585,"['1.认识计算机', None, '1.2 计算机的组成--作业']",1.4
C_681767,Ex_223586,"['1.认识计算机', None, '1.3 进制之间的转换--作业']",1.6
C_681767,Ex_223587,"['1.认识计算机', None, '章节测试--作业']",1.7
C_681767,Ex_223591,"['2.操作系统的基本操作和应用', None, '2.1 操作系统的基本操作和应用1--作业']",2.2
C_681767,Ex_223592,"['2.操作系统的基本操作和应用', None, '2.2 操作系统的基本操作和应用2--作业']",2.4
C_681767,Ex_223593,"['2.操作系统的基本操作和应用', None, '2.3 win7系统U盘制作与安装--作业']",2.6
C_681767,Ex_223594,"['2.操作系统的基本操作和应用', None, '章节测试--作业']",2.7
C_681767,Ex_223599,"['3. 计算机网络基础及网络信息应用', None, '3.1 计算机网络概述--作业']",3.2
C_681767,Ex_223600,"['3. 计算机网络基础及网络信息应用', None, '3.2 Internet基础--作业']",3.4
C_681767,Ex_223601,"['3. 计算机网络基础及网络信息应用', None, '3.3 互联网搜索与信息检索--作业']",3.6
C_681767,Ex_223602,"['3. 计算机网络基础及网络信息应用', None, '3.4 计算机网络安全与维护--作业']",3.8
C_681767,Ex_223603,"['3. 计算机网络基础及网络信息应用', None, '章节测试--作业']",3.9
C_681767,Ex_223607,"['4.文字处理Word2010', None, '4.1 文档的编辑操作--作业']",4.2
C_681767,Ex_223608,"['4.文字处理Word2010', None, '4.2 表格操作--作业']",4.4
C_681767,Ex_223609,"['4.文字处理Word2010', None, '4.3 图文混排--作业']",4.6
C_681767,Ex_223610,"['4.文字处理Word2010', None, '章节测试--作业']",4.7
C_681767,Ex_223614,"['5.数据处理Excel2010', None, '5.1 Excel2010基本操作--作业']",5.2
C_681767,Ex_223615,"['5.数据处理Excel2010', None, '5.2 Excel2010高级操作1--作业']",5.4
C_681767,Ex_223616,"['5.数据处理Excel2010', None, '5.3 Excel2010高级操作2--作业']",5.6
C_681767,Ex_223617,"['5.数据处理Excel2010', None, '章节测试--作业']",5.7
C_681767,Ex_223620,"['6.演示文稿制作PowerPoint2010', None, '6.1 幻灯片的美化及内容编辑--作业']",6.2
C_681767,Ex_223621,"['6.演示文稿制作PowerPoint2010', None, '6.2 幻灯片互动效果制作和放映--作业']",6.4
C_681767,Ex_223622,"['6.演示文稿制作PowerPoint2010', None, '章节测试--作业']",6.5
C_681767,Ex_223625,"['7.多媒体技术', None, '7.1 Photoshop处理图片--作业']",7.2
C_681767,Ex_223626,"['7.多媒体技术', None, '7.2 多媒体视频编辑--作业']",7.4
C_681767,Ex_223627,"['7.多媒体技术', None, '章节测试--作业']",7.5
C_681803,Ex_227790,"['Basics of Linux Data Processing', None, 'Manipulating Data on Linux--作业']",2.2
C_681803,Ex_227791,"['Basics of Linux Data Processing', None, 'Running Commands on a Single Machine--作业']",2.4
C_681803,Ex_227792,"['Basics of Linux Data Processing', None, 'Using a Linux Cluster--作业']",2.6
C_681803,Ex_227798,"['Distributed File System', None, 'Storage for Big Data Computing:  Distributed file system--作业']",3.2
C_681803,Ex_227799,"['Distributed File System', None, 'File system and GFS--作业']",3.4
C_681803,Ex_227800,"['Distributed File System', None, 'Understanding HDFS using Legos--作业']",3.6
C_681803,Ex_227801,"['Distributed File System', None, 'File System Implementation and DFS--作业']",3.8
C_681803,Ex_227808,"['MapReduce', None, 'What is MapReduce and why']",4.2
C_681803,Ex_227809,"['MapReduce', None, 'Processing pattern--作业']",4.5
C_681803,Ex_227810,"['MapReduce', None, 'Hadoop--作业']",4.7
C_681803,Ex_227811,"['MapReduce', None, 'Algorithms in MapReduce--作业']",4.9
C_681803,Ex_227817,"['In-memory Processing', None, 'Background--作业']",5.2
C_681803,Ex_227818,"['In-memory Processing', None, 'Spark--作业']",5.4
C_681803,Ex_227819,"['In-memory Processing', None, 'Use Spark for data mining--作业']",5.6
C_681803,Ex_227820,"['In-memory Processing', None, 'Spark data processing--作业']",5.8
C_681803,Ex_227821,"['In-memory Processing', None, 'Experiment in Spark--作业']",5.10
C_681803,Ex_227828,"['Streaming Data Processing', None, 'Introduction to streaming data processing--作业']",6.2
C_681803,Ex_227829,"['Streaming Data Processing', None, 'Storm--作业']",6.4
C_681803,Ex_227830,"['Streaming Data Processing', None, 'Spark streaming--作业']",6.6
C_681803,Ex_227836,"['NoSQL', None, 'NoSQL introduction--作业']",7.2
C_681803,Ex_227837,"['NoSQL', None, 'Common Advantages--作业']",7.4
C_681803,Ex_227838,"['NoSQL', None, 'Bigtable--作业']",7.6
C_681803,Ex_227839,"['NoSQL', None, 'Master Startup--作业']",7.8
C_681803,Ex_227840,"['NoSQL', None, 'HBase--作业']",7.10
C_681803,Ex_227844,"['Graph Processing', None, 'What is GraphDB and Graph data processing--作业']",8.2
C_681803,Ex_227845,"['Graph Processing', None, 'Graph systems']",8.4
C_681803,Ex_227846,"['Graph Processing', None, 'Example of a GraphDB--作业']",8.6
C_681803,Ex_227850,"['Machine Learning System', None, 'Mahout--作业']",9.2
C_681803,Ex_227851,"['Machine Learning System', None, 'Case Study: Recommendation--作业']",9.4
C_681803,Ex_227852,"['Machine Learning System', None, 'Recommendation in Mahout--作业']",9.6
C_681885,Ex_233806,"['第一讲：大数据研究现状及未来趋势（洪小文）', None, 'Quiz--作业']",1.8
C_681885,Ex_233810,"['第二讲：互联网搜索中的大数据研究（宋睿华）', None, 'Quiz--作业']",2.5
C_681885,Ex_233816,"['第三讲：社会计算中的大数据研究（谢幸）', None, 'Quiz--作业']",3.7
C_681885,Ex_233825,"['第四讲：城市计算中的大数据研究（下）（郑宇）', None, 'Quiz--作业']",5.6
C_681885,Ex_233832,"['第六讲：大数据分析可视化研究（刘世霞）', None, 'Quiz--作业']",7.6
C_681932,Ex_240444,"['第1章初始Java', None, '测试题--作业']",1.7
C_681932,Ex_240451,"['第2章使用Java基本语法(1)', None, '测试题--作业']",2.7
C_681932,Ex_240458,"['第2章使用Java基本语法(2)', None, '测试题--作业']",3.7
C_681932,Ex_240466,"['第3章使用面向对象基础语法', None, '测试题--作业']",4.8
C_681932,Ex_240472,"['第4章使用面向对象高级语法', None, '测试题--作业']",5.6
C_681932,Ex_240476,"['第5章捕获并处理异常', None, '测试题--作业']",6.4
C_681932,Ex_240482,"['第6章使用SWT设计界面', None, '测试题--作业']",7.6
C_682131,Ex_265663,"['第一章 认识C语言', None, '11.第一章测试--作业']",2.11
C_682131,Ex_265673,"['第二章 顺序结构', None, '10.第二章测试--作业']",3.10
C_682131,Ex_265683,"['第三章 选择结构', None, '10.第三章测试--作业']",4.10
C_682131,Ex_265693,"['第四章 循环结构', None, '10.第四章测试--作业']",5.10
C_682131,Ex_265704,"['第五章 数组', None, '10.第五章测试--作业']",6.10
C_682131,Ex_265714,"['第六章 函数', None, '10．第六章测试--作业']",7.10
C_682131,Ex_265722,"['第七章 指针', None, '8.第七章测试--作业']",8.8
C_682131,Ex_265730,"['第八章 函数与指针进阶', None, '8.第八章测试--作业']",9.8
C_682131,Ex_265740,"['第九章 自定义数据类型', None, '10.第九章测试--作业']",10.10
C_682131,Ex_265750,"['第十章 文件', None, '10.第十章测试--作业']",11.10
C_682131,Ex_804053,"['期末考试', None, '期末考试']",15.1
C_682360,Ex_305009,"['第1讲 概论', None, '1.2 互联网发展过程--作业']",2.3
C_682360,Ex_305010,"['第1讲 概论', None, '1.3 交换方式--作业']",2.5
C_682360,Ex_305011,"['第1讲 概论', None, '1.4 计算机网络体系结构和协议--作业']",2.7
C_682360,Ex_305012,"['第1讲 概论', None, '测验--作业']",2.10
C_682360,Ex_305026,"['第2讲 数据通信基础', None, '2.1 数据传输系统--作业']",3.3
C_682360,Ex_305027,"['第2讲 数据通信基础', None, '2.2 信号--作业']",3.5
C_682360,Ex_305028,"['第2讲 数据通信基础', None, '2.3 编码和调制--作业']",3.7
C_682360,Ex_305029,"['第2讲 数据通信基础', None, '2.4 差错控制--作业']",3.9
C_682360,Ex_305030,"['第2讲 数据通信基础', None, '2.5 传输媒体--作业']",3.11
C_682360,Ex_305031,"['第2讲 数据通信基础', None, '测验--作业']",3.15
C_682360,Ex_305032,"['第2讲 数据通信基础', None, '作业--作业']",3.16
C_682360,Ex_305051,"['第3讲 以太网', None, '以太网发展过程与内容简介--作业']",4.2
C_682360,Ex_305053,"['第3讲 以太网', None, '3.1 总线形以太网--作业']",4.4
C_682360,Ex_305054,"['第3讲 以太网', None, '3.2 网桥与冲突域分割--作业']",4.6
C_682360,Ex_305055,"['第3讲 以太网', None, '3.3 交换式以太网与VLAN--作业']",4.8
C_682360,Ex_305056,"['第3讲 以太网', None, '3.4 以太网标准--作业']",4.10
C_682360,Ex_305057,"['第3讲 以太网', None, '测验--作业']",4.14
C_682360,Ex_305058,"['第3讲 以太网', None, '作业--作业']",4.15
C_682360,Ex_305072,"['第4讲 无线局域网', None, '4.1 无线局域网概述--作业']",5.3
C_682360,Ex_305073,"['第4讲 无线局域网', None, '4.2 无线局域网应用方式--作业']",5.5
C_682360,Ex_305074,"['第4讲 无线局域网', None, '4.3 无线局域网MAC层--作业']",5.7
C_682360,Ex_305075,"['第4讲 无线局域网', None, '4.4 终端接入无线局域网过程--作业']",5.9
C_682360,Ex_305076,"['第4讲 无线局域网', None, '测验--作业']",5.13
C_682360,Ex_305077,"['第4讲 无线局域网', None, '作业--作业']",5.14
C_682360,Ex_305098,"['第5讲 IP和网络互连', None, '5.1 网络互连机制--作业']",6.3
C_682360,Ex_305099,"['第5讲 IP和网络互连', None, '5.2 网际协议--作业']",6.5
C_682360,Ex_305101,"['第5讲 IP和网络互连', None, '5.3 IP分组传输过程--作业']",6.7
C_682360,Ex_305103,"['第5讲 IP和网络互连', None, '5.4 路由表建立过程--作业']",6.9
C_682360,Ex_305104,"['第5讲 IP和网络互连', None, '5.5 IP over以太网--作业']",6.11
C_682360,Ex_305105,"['第5讲 IP和网络互连', None, '5.7 Internet控制报文协议--作业']",6.14
C_682360,Ex_305106,"['第5讲 IP和网络互连', None, '测验--作业']",6.18
C_682360,Ex_305107,"['第5讲 IP和网络互连', None, '作业--作业']",6.19
C_682360,Ex_305118,"['第6讲 Internet接入技术', None, '6.1 Internet接入控制机制--作业']",7.3
C_682360,Ex_305119,"['第6讲 Internet接入技术', None, '6.2 以太网和ADSL接入技术--作业']",7.5
C_682360,Ex_305120,"['第6讲 Internet接入技术', None, '6.3 家庭局域网接入方式与无线路由器--作业']",7.7
C_682360,Ex_305121,"['第6讲 Internet接入技术', None, '6.4 接入综合演示实验--作业']",7.9
C_682360,Ex_305122,"['第6讲 Internet接入技术', None, '测验--作业']",7.12
C_682360,Ex_305123,"['第6讲 Internet接入技术', None, '作业--作业']",7.13
C_682360,Ex_305136,"['第7讲 传输层', None, '7.1 传输层服务特性--作业']",8.3
C_682360,Ex_305137,"['第7讲 传输层', None, '7.3 用户数据报协议UDP--作业']",8.6
C_682360,Ex_305138,"['第7讲 传输层', None, '7.4 传输控制协议TCP--作业']",8.8
C_682360,Ex_305139,"['第7讲 传输层', None, '测验--作业']",8.11
C_682360,Ex_305142,"['第7讲 传输层', None, '作业--作业']",8.12
C_682360,Ex_305157,"['第8讲 应用层', None, '8.1 应用结构--作业']",9.3
C_682360,Ex_305158,"['第8讲 应用层', None, '8.2 域名解析--作业']",9.5
C_682360,Ex_305159,"['第8讲 应用层', None, '8.3 动态主机配置协议--作业']",9.7
C_682360,Ex_305160,"['第8讲 应用层', None, '8.4  万维网--作业']",9.9
C_682360,Ex_305161,"['第8讲 应用层', None, '测验--作业']",9.15
C_682360,Ex_305162,"['第8讲 应用层', None, '作业--作业']",9.16
C_682360,Ex_305181,"['第9讲 网络安全', None, '9.1 网络安全概述--作业']",10.3
C_682360,Ex_305183,"['第9讲 网络安全', None, '9.2 网络安全基础--作业']",10.5
C_682360,Ex_305184,"['第9讲 网络安全', None, '9.3 病毒检测与防御技术--作业']",10.7
C_682360,Ex_305185,"['第9讲 网络安全', None, '9.4 以太网安全技术--作业']",10.9
C_682360,Ex_305186,"['第9讲 网络安全', None, '9.5 无线局域网安全技术--作业']",10.11
C_682360,Ex_305187,"['第9讲 网络安全', None, '9.6 防火墙--作业']",10.13
C_682360,Ex_305188,"['第9讲 网络安全', None, '9.7 安全协议--作业']",10.15
C_682360,Ex_305189,"['第9讲 网络安全', None, '测验--作业']",10.20
C_682360,Ex_305190,"['第9讲 网络安全', None, '作业--作业']",10.21
C_682381,Ex_311465,"['第1周 微型计算机基础概论', None, '第1周 微型计算机基础概论--第一周单元测验']",1.8
C_682381,Ex_311471,"['第2周 8088微处理器', None, '第2周 8088微处理器--第二周单元测验']",2.3
C_682381,Ex_311477,"['第3周 实模式存储器寻址与总线', None, '单元测验--作业']",3.4
C_682381,Ex_311485,"['第4周 数据传送指令', None, '第4周 数据传送指令--第四周单元测验']",4.6
C_682381,Ex_311492,"['第5周 算术运算、逻辑运算与移位操作指令', None, '第5周 算术运算、逻辑运算与移位操作指令--第五周单元测验']",5.4
C_682381,Ex_311498,"['第6周 串操作指令', None, '第六周单元测验--作业']",6.5
C_682381,Ex_311508,"['第7周 程序与处理器控制', None, '第7周 程序与处理器控制--第七周单元测验']",7.8
C_682381,Ex_311509,"['第7周 程序与处理器控制', None, '第7周 程序与处理器控制--第七周作业']",7.9
C_682381,Ex_311521,"['第8周 汇编语言程序设计', None, '第8周 汇编语言程序设计--第八周单元测验']",8.6
