course_id,problem_id,exercise_id
C_680747,Pm_146730,Ex_116926
C_680892,Pm_172755,Ex_137135
C_680892,Pm_172756,Ex_137136
C_680892,Pm_172757,Ex_137137
C_680931,Pm_178649,Ex_141792
C_680931,Pm_178650,Ex_141792
C_680931,Pm_178651,Ex_141792
C_680931,Pm_178652,Ex_141792
C_680931,Pm_178653,Ex_141792
C_680931,Pm_178654,Ex_141798
C_680931,Pm_178655,Ex_141798
C_680931,Pm_178656,Ex_141798
C_680931,Pm_178657,Ex_141798
C_680931,Pm_178658,Ex_141798
C_680931,Pm_178659,Ex_141809
C_680931,Pm_178660,Ex_141809
C_680931,Pm_178661,Ex_141809
C_680931,Pm_178662,Ex_141809
C_680931,Pm_178663,Ex_141809
C_680931,Pm_178664,Ex_141814
C_680931,Pm_178665,Ex_141814
C_680931,Pm_178666,Ex_141814
C_680931,Pm_178667,Ex_141814
C_680931,Pm_178668,Ex_141819
C_680931,Pm_178669,Ex_141819
C_680931,Pm_178670,Ex_141819
C_680931,Pm_178671,Ex_141819
C_680931,Pm_178672,Ex_141819
C_680931,Pm_178673,Ex_141825
C_680931,Pm_178674,Ex_141825
C_680931,Pm_178675,Ex_141825
C_680931,Pm_178676,Ex_141825
C_680931,Pm_178677,Ex_141825
C_680931,Pm_178678,Ex_141831
C_680931,Pm_178679,Ex_141831
C_680931,Pm_178680,Ex_141831
C_680931,Pm_178681,Ex_141831
C_680931,Pm_178682,Ex_141831
C_680931,Pm_178683,Ex_141835
C_680931,Pm_178684,Ex_141835
C_680931,Pm_178685,Ex_141835
C_680931,Pm_178686,Ex_141835
C_680931,Pm_178687,Ex_141835
C_680931,Pm_178688,Ex_141841
C_680931,Pm_178689,Ex_141841
C_680931,Pm_178690,Ex_141841
C_680931,Pm_178691,Ex_141841
C_680931,Pm_178692,Ex_141841
C_680931,Pm_178693,Ex_141846
C_680931,Pm_178694,Ex_141846
C_680931,Pm_178695,Ex_141846
C_680931,Pm_178696,Ex_141846
C_680931,Pm_178697,Ex_141846
C_680972,Pm_184137,Ex_146676
C_680972,Pm_184138,Ex_146676
C_680972,Pm_184139,Ex_146676
C_680972,Pm_184140,Ex_146676
C_680972,Pm_1387536,Ex_1183854
C_680972,Pm_1387537,Ex_1183854
C_680972,Pm_1387538,Ex_1183854
C_680972,Pm_1387539,Ex_1183855
C_680972,Pm_1387540,Ex_1183855
C_680972,Pm_1387541,Ex_1183855
C_680972,Pm_184141,Ex_146702
C_680972,Pm_184142,Ex_146702
C_680972,Pm_184143,Ex_146702
C_680972,Pm_184144,Ex_146702
C_680972,Pm_184145,Ex_146702
C_680972,Pm_184146,Ex_146702
C_680972,Pm_184147,Ex_146702
C_680972,Pm_184148,Ex_146702
C_680972,Pm_184149,Ex_146702
C_680972,Pm_184150,Ex_146702
C_680972,Pm_184151,Ex_146702
C_680972,Pm_1387542,Ex_146702
C_680972,Pm_1387543,Ex_146702
C_680972,Pm_184152,Ex_146719
C_680972,Pm_184153,Ex_146719
C_680972,Pm_184154,Ex_146719
C_680972,Pm_184155,Ex_146719
C_680972,Pm_184156,Ex_146719
C_680972,Pm_184157,Ex_146719
C_680972,Pm_184158,Ex_146719
C_680972,Pm_184159,Ex_146719
C_680972,Pm_1387544,Ex_146719
C_680992,Pm_189414,Ex_150601
C_680992,Pm_189415,Ex_150601
C_680992,Pm_189416,Ex_150601
C_680992,Pm_189417,Ex_150601
C_680992,Pm_189418,Ex_150602
C_680992,Pm_189419,Ex_150602
C_680992,Pm_189420,Ex_150602
C_680992,Pm_189421,Ex_150602
C_680992,Pm_189422,Ex_150602
C_680992,Pm_189423,Ex_150603
C_680992,Pm_189424,Ex_150603
C_680992,Pm_189425,Ex_150603
C_680992,Pm_189426,Ex_150603
C_680992,Pm_189427,Ex_150606
C_680992,Pm_189428,Ex_150606
C_680992,Pm_189429,Ex_150606
C_680992,Pm_189430,Ex_150609
C_680992,Pm_189431,Ex_150609
C_680992,Pm_189432,Ex_150609
C_680992,Pm_189433,Ex_150610
C_680992,Pm_189434,Ex_150610
C_680992,Pm_189435,Ex_150613
C_680992,Pm_189436,Ex_150613
C_680992,Pm_189437,Ex_150613
C_680992,Pm_189438,Ex_150613
C_680992,Pm_189439,Ex_150613
C_680992,Pm_189440,Ex_150614
C_680992,Pm_189441,Ex_150614
C_680992,Pm_189442,Ex_150614
C_680992,Pm_189443,Ex_150614
C_680992,Pm_189444,Ex_150614
C_680992,Pm_189445,Ex_150617
C_680992,Pm_189446,Ex_150617
C_680992,Pm_189447,Ex_150617
C_680992,Pm_189448,Ex_150617
C_680992,Pm_189449,Ex_150617
C_680992,Pm_189450,Ex_150618
C_680992,Pm_189451,Ex_150618
C_680992,Pm_189452,Ex_150618
C_680992,Pm_189453,Ex_150618
C_680992,Pm_189454,Ex_150618
C_680992,Pm_189455,Ex_150622
C_680992,Pm_189456,Ex_150622
C_680992,Pm_189457,Ex_150622
C_680992,Pm_189458,Ex_150622
C_680992,Pm_189459,Ex_150622
C_680992,Pm_189460,Ex_150623
C_680992,Pm_189461,Ex_150623
C_680992,Pm_189462,Ex_150623
C_680992,Pm_189463,Ex_150623
C_680992,Pm_189464,Ex_150623
C_680992,Pm_189465,Ex_150624
C_680992,Pm_189466,Ex_150624
C_680992,Pm_189467,Ex_150624
C_680992,Pm_189468,Ex_150624
C_680992,Pm_189469,Ex_150624
C_680992,Pm_189470,Ex_150628
C_680992,Pm_189471,Ex_150628
C_680992,Pm_189472,Ex_150628
C_680992,Pm_189473,Ex_150628
C_680992,Pm_189474,Ex_150628
C_680992,Pm_189475,Ex_150629
C_680992,Pm_189476,Ex_150629
C_680992,Pm_189477,Ex_150629
C_680992,Pm_189478,Ex_150629
C_680992,Pm_189479,Ex_150629
C_680992,Pm_189480,Ex_150630
C_680992,Pm_189481,Ex_150630
C_680992,Pm_189482,Ex_150630
C_680992,Pm_189483,Ex_150630
C_680992,Pm_189484,Ex_150630
C_680992,Pm_1209633,Ex_983145
C_680992,Pm_1209634,Ex_983145
C_680992,Pm_1209635,Ex_983145
C_680992,Pm_1209636,Ex_983145
C_680992,Pm_1209637,Ex_983145
C_680992,Pm_1209643,Ex_996977
C_680992,Pm_1209644,Ex_996977
C_680992,Pm_1209645,Ex_996977
C_680992,Pm_1209646,Ex_996977
C_680992,Pm_1209647,Ex_996977
C_680992,Pm_1209653,Ex_996981
C_680992,Pm_1209654,Ex_996981
C_680992,Pm_1209655,Ex_996981
C_680992,Pm_1209656,Ex_996981
C_680992,Pm_1209657,Ex_996981
C_680992,Pm_1209638,Ex_996975
C_680992,Pm_1209639,Ex_996975
C_680992,Pm_1209640,Ex_996975
C_680992,Pm_1209641,Ex_996975
C_680992,Pm_1209642,Ex_996975
C_680992,Pm_1209648,Ex_996979
C_680992,Pm_1209649,Ex_996979
C_680992,Pm_1209650,Ex_996979
C_680992,Pm_1209651,Ex_996979
C_680992,Pm_1209652,Ex_996979
C_680992,Pm_1209628,Ex_996972
C_680992,Pm_1209629,Ex_996972
C_680992,Pm_1209630,Ex_996972
C_680992,Pm_1209631,Ex_996972
C_680992,Pm_1209632,Ex_996972
C_680992,Pm_189485,Ex_150633
C_680992,Pm_189486,Ex_150633
C_680992,Pm_189487,Ex_150633
C_680992,Pm_189488,Ex_150633
C_680992,Pm_189489,Ex_150633
C_680992,Pm_189490,Ex_150634
C_680992,Pm_189491,Ex_150634
C_680992,Pm_189492,Ex_150634
C_680992,Pm_189493,Ex_150634
C_680992,Pm_189494,Ex_150634
C_680992,Pm_189495,Ex_150637
C_680992,Pm_189496,Ex_150637
C_680992,Pm_189497,Ex_150637
C_680992,Pm_189498,Ex_150637
C_680992,Pm_189499,Ex_150637
C_680992,Pm_189500,Ex_150638
C_680992,Pm_189501,Ex_150638
C_680992,Pm_189502,Ex_150638
C_680992,Pm_189503,Ex_150638
C_680992,Pm_189504,Ex_150638
C_680992,Pm_189505,Ex_150641
C_680992,Pm_189506,Ex_150641
C_680992,Pm_189507,Ex_150641
C_680992,Pm_189508,Ex_150641
C_680992,Pm_189509,Ex_150641
C_680992,Pm_189510,Ex_150643
C_680992,Pm_189511,Ex_150643
C_680992,Pm_189512,Ex_150643
C_680992,Pm_189513,Ex_150643
C_680992,Pm_189514,Ex_150643
C_680992,Pm_1210005,Ex_997370
C_680992,Pm_1210006,Ex_997370
C_680992,Pm_1210007,Ex_997370
C_680992,Pm_1210008,Ex_997370
C_680992,Pm_1210009,Ex_997370
C_680992,Pm_1210510,Ex_997370
C_680992,Pm_1210010,Ex_997371
C_680992,Pm_1210011,Ex_997371
C_680992,Pm_1210012,Ex_997371
C_680992,Pm_1210013,Ex_997371
C_680992,Pm_1210014,Ex_997371
C_680992,Pm_1210015,Ex_997372
C_680992,Pm_1210016,Ex_997372
C_680992,Pm_1210017,Ex_997372
C_680992,Pm_1210018,Ex_997372
C_680992,Pm_1210019,Ex_997372
C_680992,Pm_189515,Ex_150648
C_680992,Pm_189516,Ex_150648
C_680992,Pm_189517,Ex_150648
C_680992,Pm_189518,Ex_150648
C_680992,Pm_189519,Ex_150648
C_680992,Pm_189520,Ex_150649
C_680992,Pm_189521,Ex_150649
C_680992,Pm_189522,Ex_150649
C_680992,Pm_189523,Ex_150649
C_680992,Pm_189524,Ex_150649
C_680992,Pm_189525,Ex_150650
C_680992,Pm_189526,Ex_150650
C_680992,Pm_189527,Ex_150650
C_680992,Pm_189528,Ex_150650
C_680992,Pm_189529,Ex_150650
C_680992,Pm_189530,Ex_150651
C_680992,Pm_189531,Ex_150651
C_680992,Pm_189532,Ex_150651
C_680992,Pm_189533,Ex_150651
C_680992,Pm_189534,Ex_150651
C_680992,Pm_1209950,Ex_997316
C_680992,Pm_1209951,Ex_997316
C_680992,Pm_1209952,Ex_997316
C_680992,Pm_1209953,Ex_997316
C_680992,Pm_1209954,Ex_997316
C_680992,Pm_1209955,Ex_997317
C_680992,Pm_1209956,Ex_997317
C_680992,Pm_1209957,Ex_997317
C_680992,Pm_1209958,Ex_997317
C_680992,Pm_1209959,Ex_997317
C_680992,Pm_1212435,Ex_1001546
C_680992,Pm_1212436,Ex_1001546
C_680992,Pm_1212437,Ex_1001546
C_680992,Pm_1212438,Ex_1001546
C_680992,Pm_1212439,Ex_1001546
C_680992,Pm_1212440,Ex_1001547
C_680992,Pm_1212441,Ex_1001547
C_680992,Pm_1212442,Ex_1001547
C_680992,Pm_1212443,Ex_1001547
C_680992,Pm_1212444,Ex_1001547
C_680992,Pm_1212445,Ex_1001548
C_680992,Pm_1212446,Ex_1001548
C_680992,Pm_1212447,Ex_1001548
C_680992,Pm_1212448,Ex_1001548
C_680992,Pm_1212449,Ex_1001548
C_680992,Pm_1209658,Ex_996986
C_680992,Pm_1209659,Ex_996986
C_680992,Pm_1209660,Ex_996986
C_680992,Pm_1209661,Ex_996986
C_680992,Pm_1209662,Ex_996986
C_680992,Pm_1209663,Ex_996988
C_680992,Pm_1209664,Ex_996988
C_680992,Pm_1209665,Ex_996988
C_680992,Pm_1209666,Ex_996988
C_680992,Pm_1209667,Ex_996988
C_680992,Pm_1209668,Ex_996990
C_680992,Pm_1209669,Ex_996990
C_680992,Pm_1209670,Ex_996990
C_680992,Pm_1209671,Ex_996990
C_680992,Pm_1209672,Ex_996990
C_681336,Pm_3055915,Ex_187693
C_681336,Pm_3055916,Ex_187726
C_681336,Pm_3055917,Ex_187726
C_681336,Pm_3056163,Ex_187727
C_681336,Pm_3056164,Ex_187728
C_681345,Pm_231664,Ex_188524
C_681345,Pm_231665,Ex_188524
C_681345,Pm_231666,Ex_188524
C_681345,Pm_231667,Ex_188525
C_681345,Pm_231668,Ex_188525
C_681345,Pm_231669,Ex_188525
C_681345,Pm_231670,Ex_188526
C_681345,Pm_231671,Ex_188526
C_681345,Pm_231672,Ex_188526
C_681345,Pm_231673,Ex_188527
C_681345,Pm_231674,Ex_188527
C_681345,Pm_231675,Ex_188527
C_681345,Pm_231676,Ex_188527
C_681345,Pm_231677,Ex_188528
C_681345,Pm_231678,Ex_188528
C_681345,Pm_231679,Ex_188528
C_681345,Pm_231680,Ex_188528
C_681345,Pm_231681,Ex_188529
C_681345,Pm_231682,Ex_188529
C_681345,Pm_231683,Ex_188529
C_681345,Pm_231684,Ex_188529
C_681345,Pm_231685,Ex_188529
C_681345,Pm_231686,Ex_188530
C_681345,Pm_231687,Ex_188530
C_681345,Pm_231688,Ex_188530
C_681345,Pm_231689,Ex_188530
C_681345,Pm_231690,Ex_188530
C_681345,Pm_231691,Ex_188531
C_681345,Pm_231692,Ex_188531
C_681345,Pm_231693,Ex_188531
C_681345,Pm_231694,Ex_188531
C_681345,Pm_231695,Ex_188532
C_681345,Pm_231696,Ex_188532
C_681345,Pm_231697,Ex_188532
C_681345,Pm_231698,Ex_188532
C_681345,Pm_231699,Ex_188532
C_681345,Pm_231700,Ex_188533
C_681345,Pm_231701,Ex_188533
C_681345,Pm_231702,Ex_188533
C_681345,Pm_231703,Ex_188533
C_681345,Pm_231704,Ex_188549
C_681345,Pm_231705,Ex_188550
C_681345,Pm_231706,Ex_188550
C_681345,Pm_231707,Ex_188550
C_681345,Pm_231708,Ex_188551
C_681345,Pm_231709,Ex_188551
C_681345,Pm_231710,Ex_188551
C_681345,Pm_231711,Ex_188552
C_681345,Pm_231712,Ex_188552
C_681345,Pm_231713,Ex_188552
C_681345,Pm_231714,Ex_188552
C_681345,Pm_231715,Ex_188553
C_681345,Pm_231716,Ex_188553
C_681345,Pm_231717,Ex_188553
C_681345,Pm_231718,Ex_188553
C_681345,Pm_231719,Ex_188554
C_681345,Pm_231720,Ex_188554
C_681345,Pm_231721,Ex_188554
C_681345,Pm_231722,Ex_188554
C_681345,Pm_231723,Ex_188555
C_681345,Pm_231724,Ex_188555
C_681345,Pm_231725,Ex_188555
C_681345,Pm_231726,Ex_188556
C_681345,Pm_231727,Ex_188556
C_681345,Pm_231728,Ex_188556
C_681345,Pm_231729,Ex_188557
C_681345,Pm_231730,Ex_188557
C_681345,Pm_231731,Ex_188557
C_681345,Pm_231732,Ex_188558
C_681345,Pm_231733,Ex_188558
C_681345,Pm_231734,Ex_188558
C_681345,Pm_231735,Ex_188559
C_681345,Pm_231736,Ex_188559
C_681345,Pm_231737,Ex_188560
C_681345,Pm_231738,Ex_188560
C_681345,Pm_231739,Ex_188561
C_681345,Pm_231740,Ex_188561
C_681345,Pm_231741,Ex_188561
C_681345,Pm_231742,Ex_188562
C_681345,Pm_231743,Ex_188563
C_681345,Pm_231744,Ex_188582
C_681345,Pm_231745,Ex_188583
C_681345,Pm_231746,Ex_188583
C_681345,Pm_231747,Ex_188584
C_681345,Pm_231748,Ex_188584
C_681345,Pm_231749,Ex_188584
C_681345,Pm_231750,Ex_188584
C_681345,Pm_231751,Ex_188585
C_681345,Pm_231752,Ex_188585
C_681345,Pm_231753,Ex_188585
C_681345,Pm_231754,Ex_188586
C_681345,Pm_231755,Ex_188586
C_681345,Pm_231756,Ex_188586
C_681345,Pm_231757,Ex_188587
C_681345,Pm_231758,Ex_188587
C_681345,Pm_231759,Ex_188587
C_681345,Pm_231760,Ex_188588
C_681345,Pm_231761,Ex_188588
C_681345,Pm_231762,Ex_188588
C_681345,Pm_231763,Ex_188589
C_681345,Pm_231764,Ex_188589
C_681345,Pm_231765,Ex_188589
C_681345,Pm_231766,Ex_188590
C_681345,Pm_231767,Ex_188590
C_681345,Pm_231768,Ex_188591
C_681345,Pm_231769,Ex_188591
C_681345,Pm_231770,Ex_188591
C_681345,Pm_231771,Ex_188592
C_681345,Pm_231772,Ex_188592
C_681345,Pm_231773,Ex_188592
C_681345,Pm_231774,Ex_188593
C_681345,Pm_231775,Ex_188593
C_681345,Pm_231776,Ex_188593
C_681345,Pm_231777,Ex_188594
C_681345,Pm_231778,Ex_188594
C_681345,Pm_231779,Ex_188594
C_681345,Pm_231780,Ex_188595
C_681345,Pm_231781,Ex_188595
C_681345,Pm_231782,Ex_188595
C_681345,Pm_231783,Ex_188596
C_681345,Pm_231784,Ex_188596
C_681345,Pm_231785,Ex_188596
C_681345,Pm_231786,Ex_188597
C_681345,Pm_231787,Ex_188597
C_681345,Pm_231788,Ex_188597
C_681345,Pm_231789,Ex_188597
C_681345,Pm_231790,Ex_188597
C_681345,Pm_231791,Ex_188598
C_681345,Pm_231792,Ex_188598
C_681345,Pm_231793,Ex_188599
C_681345,Pm_231794,Ex_188599
C_681345,Pm_231795,Ex_188599
C_681345,Pm_231796,Ex_188612
C_681345,Pm_231797,Ex_188612
C_681345,Pm_231798,Ex_188613
C_681345,Pm_231799,Ex_188613
C_681345,Pm_231800,Ex_188613
C_681345,Pm_231801,Ex_188613
C_681345,Pm_231802,Ex_188614
C_681345,Pm_231803,Ex_188614
C_681345,Pm_231804,Ex_188614
C_681345,Pm_231805,Ex_188614
C_681345,Pm_231806,Ex_188615
C_681345,Pm_231807,Ex_188615
C_681345,Pm_231808,Ex_188615
C_681345,Pm_231809,Ex_188615
C_681345,Pm_231810,Ex_188616
C_681345,Pm_231811,Ex_188616
C_681345,Pm_231812,Ex_188616
C_681345,Pm_231813,Ex_188617
C_681345,Pm_231814,Ex_188617
C_681345,Pm_231815,Ex_188617
C_681345,Pm_231816,Ex_188617
C_681345,Pm_231817,Ex_188618
C_681345,Pm_231818,Ex_188618
C_681345,Pm_231819,Ex_188618
C_681345,Pm_231820,Ex_188619
C_681345,Pm_231821,Ex_188619
C_681345,Pm_231822,Ex_188619
C_681345,Pm_231823,Ex_188620
C_681345,Pm_231824,Ex_188620
C_681345,Pm_231825,Ex_188621
C_681345,Pm_231826,Ex_188621
C_681345,Pm_231827,Ex_188621
C_681345,Pm_231828,Ex_188622
C_681345,Pm_231829,Ex_188622
C_681345,Pm_231830,Ex_188622
C_681345,Pm_231831,Ex_188623
C_681345,Pm_231832,Ex_188623
C_681345,Pm_231833,Ex_188623
C_681345,Pm_231834,Ex_188635
C_681345,Pm_231835,Ex_188635
C_681345,Pm_231836,Ex_188635
C_681345,Pm_231837,Ex_188636
C_681345,Pm_231838,Ex_188636
C_681345,Pm_231839,Ex_188636
C_681345,Pm_231840,Ex_188636
C_681345,Pm_231841,Ex_188637
C_681345,Pm_231842,Ex_188637
C_681345,Pm_231843,Ex_188637
C_681345,Pm_231844,Ex_188638
C_681345,Pm_231845,Ex_188638
C_681345,Pm_231846,Ex_188638
C_681345,Pm_231847,Ex_188639
C_681345,Pm_231848,Ex_188639
C_681345,Pm_231849,Ex_188639
C_681345,Pm_231850,Ex_188640
C_681345,Pm_231851,Ex_188640
C_681345,Pm_231852,Ex_188641
C_681345,Pm_231853,Ex_188641
C_681345,Pm_231854,Ex_188641
C_681345,Pm_231855,Ex_188641
C_681345,Pm_231856,Ex_188642
C_681345,Pm_231857,Ex_188642
C_681345,Pm_231858,Ex_188642
C_681345,Pm_231859,Ex_188642
C_681345,Pm_231860,Ex_188643
C_681345,Pm_231861,Ex_188643
C_681345,Pm_231862,Ex_188643
C_681345,Pm_231863,Ex_188644
C_681345,Pm_231864,Ex_188644
C_681345,Pm_231865,Ex_188644
C_681345,Pm_231866,Ex_188645
C_681345,Pm_231867,Ex_188645
C_681345,Pm_231868,Ex_188645
C_681345,Pm_231869,Ex_188652
C_681345,Pm_231870,Ex_188652
C_681345,Pm_231871,Ex_188652
C_681345,Pm_231872,Ex_188652
C_681345,Pm_231873,Ex_188652
C_681345,Pm_231874,Ex_188652
C_681345,Pm_231875,Ex_188652
C_681345,Pm_231876,Ex_188653
C_681345,Pm_231877,Ex_188653
C_681345,Pm_231878,Ex_188653
C_681345,Pm_231879,Ex_188653
C_681345,Pm_231880,Ex_188653
C_681345,Pm_231881,Ex_188653
C_681345,Pm_231882,Ex_188654
C_681345,Pm_231883,Ex_188654
C_681345,Pm_231884,Ex_188654
C_681345,Pm_231885,Ex_188654
C_681345,Pm_231886,Ex_188654
C_681345,Pm_231887,Ex_188654
C_681345,Pm_231888,Ex_188654
C_681345,Pm_231889,Ex_188655
C_681345,Pm_231890,Ex_188655
C_681345,Pm_231891,Ex_188655
C_681345,Pm_231892,Ex_188655
C_681345,Pm_231893,Ex_188655
C_681345,Pm_231894,Ex_188655
C_681345,Pm_231895,Ex_188655
C_681345,Pm_231896,Ex_188655
C_681345,Pm_231897,Ex_188656
C_681345,Pm_231898,Ex_188656
C_681345,Pm_231899,Ex_188656
C_681345,Pm_231900,Ex_188657
C_681345,Pm_231901,Ex_188657
C_681345,Pm_231902,Ex_188657
C_681345,Pm_231903,Ex_188657
C_681345,Pm_231904,Ex_188657
C_681357,Pm_233195,Ex_189612
C_681357,Pm_233196,Ex_189612
C_681357,Pm_233197,Ex_189612
C_681357,Pm_233198,Ex_189612
C_681357,Pm_233199,Ex_189612
C_681357,Pm_233200,Ex_189612
C_681357,Pm_233201,Ex_189612
C_681357,Pm_966070,Ex_189612
C_681357,Pm_233202,Ex_189618
C_681357,Pm_233203,Ex_189618
C_681357,Pm_233204,Ex_189618
C_681357,Pm_233205,Ex_189618
C_681357,Pm_233206,Ex_189618
C_681357,Pm_233207,Ex_189618
C_681357,Pm_233208,Ex_189618
C_681357,Pm_233209,Ex_189618
C_681357,Pm_233210,Ex_189618
C_681357,Pm_966071,Ex_189618
C_681357,Pm_233211,Ex_189624
C_681357,Pm_233212,Ex_189624
C_681357,Pm_233213,Ex_189624
C_681357,Pm_233214,Ex_189624
C_681357,Pm_233215,Ex_189624
C_681357,Pm_233216,Ex_189624
C_681357,Pm_233217,Ex_189624
C_681357,Pm_233218,Ex_189624
C_681357,Pm_966075,Ex_189624
C_681357,Pm_233219,Ex_189628
C_681357,Pm_233220,Ex_189628
C_681357,Pm_233221,Ex_189628
C_681357,Pm_233222,Ex_189628
C_681357,Pm_233223,Ex_189628
C_681357,Pm_233224,Ex_189628
C_681357,Pm_233225,Ex_189628
C_681357,Pm_233226,Ex_189628
C_681357,Pm_233227,Ex_189628
C_681357,Pm_966088,Ex_189628
C_681444,Pm_252924,Ex_197238
C_681444,Pm_252925,Ex_197238
C_681444,Pm_252926,Ex_197238
C_681444,Pm_252927,Ex_197238
C_681444,Pm_252928,Ex_197238
C_681444,Pm_252929,Ex_197246
C_681444,Pm_252930,Ex_197246
C_681444,Pm_252931,Ex_197246
C_681444,Pm_252932,Ex_197246
C_681444,Pm_252933,Ex_197246
C_681444,Pm_252934,Ex_197253
C_681444,Pm_252935,Ex_197253
C_681444,Pm_252936,Ex_197253
C_681444,Pm_252937,Ex_197253
C_681444,Pm_252938,Ex_197253
C_681444,Pm_252939,Ex_197261
C_681444,Pm_252940,Ex_197261
C_681444,Pm_252941,Ex_197261
C_681444,Pm_252942,Ex_197261
C_681444,Pm_252943,Ex_197261
C_681444,Pm_252944,Ex_197269
C_681444,Pm_252945,Ex_197269
C_681444,Pm_252946,Ex_197269
C_681444,Pm_252947,Ex_197269
C_681444,Pm_252948,Ex_197269
C_681444,Pm_252949,Ex_197279
C_681444,Pm_252950,Ex_197279
C_681444,Pm_252951,Ex_197279
C_681444,Pm_252952,Ex_197279
C_681444,Pm_252953,Ex_197279
C_681444,Pm_252954,Ex_197285
C_681444,Pm_252955,Ex_197285
C_681444,Pm_252956,Ex_197285
C_681444,Pm_252957,Ex_197285
C_681444,Pm_252958,Ex_197285
C_681692,Pm_276130,Ex_213482
C_681692,Pm_276131,Ex_213482
C_681692,Pm_276132,Ex_213482
C_681692,Pm_276133,Ex_213482
C_681692,Pm_276134,Ex_213482
C_681692,Pm_276135,Ex_213482
C_681692,Pm_276136,Ex_213482
C_681692,Pm_276137,Ex_213482
C_681692,Pm_276138,Ex_213482
C_681692,Pm_276139,Ex_213482
C_681692,Pm_276140,Ex_213483
C_681692,Pm_276141,Ex_213483
C_681692,Pm_276142,Ex_213483
C_681692,Pm_276143,Ex_213483
C_681692,Pm_276144,Ex_213483
C_681692,Pm_276145,Ex_213483
C_681692,Pm_276146,Ex_213483
C_681692,Pm_276147,Ex_213483
C_681692,Pm_276148,Ex_213483
C_681692,Pm_276149,Ex_213483
C_681692,Pm_276150,Ex_213483
C_681692,Pm_276151,Ex_213484
C_681692,Pm_276152,Ex_213484
C_681692,Pm_276153,Ex_213484
C_681692,Pm_276154,Ex_213484
C_681692,Pm_276155,Ex_213484
C_681692,Pm_276156,Ex_213485
C_681692,Pm_276157,Ex_213485
C_681692,Pm_276158,Ex_213485
C_681692,Pm_276159,Ex_213485
C_681692,Pm_276160,Ex_213485
C_681692,Pm_276161,Ex_213485
C_681692,Pm_276162,Ex_213485
C_681692,Pm_276163,Ex_213485
C_681692,Pm_276164,Ex_213486
C_681692,Pm_276165,Ex_213486
C_681692,Pm_276166,Ex_213486
C_681692,Pm_276167,Ex_213486
C_681692,Pm_276168,Ex_213486
C_681692,Pm_276169,Ex_213486
C_681692,Pm_276170,Ex_213486
C_681692,Pm_276171,Ex_213486
C_681692,Pm_276172,Ex_213486
C_681692,Pm_276173,Ex_213486
C_681692,Pm_276174,Ex_213496
C_681692,Pm_276175,Ex_213496
C_681692,Pm_276176,Ex_213496
C_681692,Pm_276177,Ex_213496
C_681692,Pm_276178,Ex_213496
C_681692,Pm_276179,Ex_213497
C_681692,Pm_276180,Ex_213497
C_681692,Pm_276181,Ex_213497
C_681692,Pm_276182,Ex_213497
C_681692,Pm_276183,Ex_213497
C_681692,Pm_276184,Ex_213497
C_681692,Pm_276185,Ex_213497
C_681692,Pm_276186,Ex_213497
C_681692,Pm_276187,Ex_213497
C_681692,Pm_276188,Ex_213497
C_681692,Pm_276189,Ex_213497
C_681692,Pm_276190,Ex_213498
C_681692,Pm_276191,Ex_213498
C_681692,Pm_276192,Ex_213498
C_681692,Pm_276193,Ex_213498
C_681692,Pm_276194,Ex_213498
C_681692,Pm_276195,Ex_213498
C_681692,Pm_276196,Ex_213499
C_681692,Pm_276197,Ex_213499
C_681692,Pm_276198,Ex_213499
C_681692,Pm_276199,Ex_213499
C_681692,Pm_276200,Ex_213499
C_681692,Pm_276201,Ex_213499
C_681692,Pm_276202,Ex_213499
C_681692,Pm_276203,Ex_213499
C_681692,Pm_276204,Ex_213499
C_681692,Pm_276205,Ex_213499
C_681692,Pm_276206,Ex_213499
C_681692,Pm_276207,Ex_213499
C_681692,Pm_276208,Ex_213499
C_681692,Pm_276209,Ex_213499
C_681692,Pm_276210,Ex_213500
C_681692,Pm_276211,Ex_213501
C_681692,Pm_276212,Ex_213501
C_681692,Pm_276213,Ex_213501
C_681692,Pm_276214,Ex_213501
C_681692,Pm_276215,Ex_213502
C_681692,Pm_276216,Ex_213502
C_681692,Pm_276217,Ex_213502
C_681692,Pm_276218,Ex_213503
C_681692,Pm_276219,Ex_213503
C_681692,Pm_276220,Ex_213503
C_681692,Pm_276221,Ex_213512
C_681692,Pm_276222,Ex_213512
C_681692,Pm_276223,Ex_213512
C_681692,Pm_276224,Ex_213512
C_681692,Pm_276225,Ex_213512
C_681692,Pm_276226,Ex_213512
C_681692,Pm_276227,Ex_213512
C_681692,Pm_276228,Ex_213513
C_681692,Pm_276229,Ex_213513
C_681692,Pm_276230,Ex_213514
C_681692,Pm_276231,Ex_213514
C_681692,Pm_276232,Ex_213514
C_681692,Pm_276233,Ex_213514
C_681692,Pm_276234,Ex_213515
C_681692,Pm_276235,Ex_213515
C_681692,Pm_276236,Ex_213515
C_681692,Pm_276237,Ex_213515
C_681692,Pm_276238,Ex_213515
C_681692,Pm_276239,Ex_213516
C_681692,Pm_276240,Ex_213516
C_681692,Pm_276241,Ex_213516
C_681692,Pm_276242,Ex_213516
C_681692,Pm_276243,Ex_213516
C_681692,Pm_276244,Ex_213516
C_681692,Pm_276245,Ex_213516
C_681692,Pm_276246,Ex_213516
C_681692,Pm_276247,Ex_213516
C_681692,Pm_276248,Ex_213516
