c1,c2,ground_truth,text_predict,graph_predict
K_线程管理_计算机科学与技术,K_执行系统_计算机科学与技术,1,"[0.039187826216220856, 0.9608122110366821]","[0.01629439741373062, 0.9837055802345276]"
K_随机存储器_计算机科学与技术,K_存储芯片_计算机科学与技术,1,"[0.11440148949623108, 0.8855984807014465]","[0.34993183612823486, 0.6500681638717651]"
K_管理子系统_计算机科学与技术,K_服务系统_计算机科学与技术,1,"[0.04637596756219864, 0.9536240100860596]","[0.018605239689350128, 0.9813947677612305]"
K_系统内核_计算机科学与技术,K_视窗操作系统_计算机科学与技术,1,"[0.014254916459321976, 0.9857450723648071]","[0.005616881884634495, 0.9943830966949463]"
K_虚拟存储管理_计算机科学与技术,K_处理器调度_计算机科学与技术,1,"[0.06721308827400208, 0.9327869415283203]","[0.08032619208097458, 0.9196737408638]"
K_非终结符_计算机科学与技术,K_控制总线_计算机科学与技术,1,"[0.34473875164985657, 0.6552612781524658]","[0.20284928381443024, 0.797150731086731]"
K_高速总线_计算机科学与技术,K_介质访问控制_计算机科学与技术,1,"[0.016694791615009308, 0.9833052158355713]","[0.019777460023760796, 0.9802225828170776]"
K_互操作_计算机科学与技术,K_分布式操作系统_计算机科学与技术,1,"[0.0792383998632431, 0.9207615852355957]","[0.020290028303861618, 0.9797099828720093]"
K_二进制编码_计算机科学与技术,K_点到点连接_计算机科学与技术,1,"[0.08540081977844238, 0.9145991802215576]","[0.027235371991991997, 0.9727646112442017]"
K_分区表_计算机科学与技术,K_实时系统_计算机科学与技术,1,"[0.013390297070145607, 0.9866097569465637]","[0.0029494669288396835, 0.9970505237579346]"
K_入度_计算机科学与技术,K_无向图_计算机科学与技术,1,"[0.9728078842163086, 0.027192067354917526]","[0.9945998191833496, 0.00540020689368248]"
K_处理器调度_计算机科学与技术,K_即插即用_计算机科学与技术,1,"[0.5623868107795715, 0.43761318922042847]","[0.5113393068313599, 0.4886607229709625]"
K_互联网协议_计算机科学与技术,K_局域网络_计算机科学与技术,1,"[0.05967603623867035, 0.9403239488601685]","[0.02920452691614628, 0.9707953929901123]"
K_动态分配内存_计算机科学与技术,K_指令流_计算机科学与技术,1,"[0.08837640285491943, 0.9116235971450806]","[0.028977595269680023, 0.971022367477417]"
K_中断控制_计算机科学与技术,K_进程切换_计算机科学与技术,1,"[0.02001267299056053, 0.9799873232841492]","[0.012843307107686996, 0.9871566891670227]"
K_可预测性_计算机科学与技术,K_编译技术_计算机科学与技术,1,"[0.009351687505841255, 0.9906483292579651]","[0.0005696816369891167, 0.9994302988052368]"
K_中断机制_计算机科学与技术,K_连接请求_计算机科学与技术,1,"[0.062318772077560425, 0.9376813173294067]","[0.12341581284999847, 0.8765841722488403]"
K_文件管理_计算机科学与技术,K_数据文件_计算机科学与技术,1,"[0.19621270895004272, 0.8037872910499573]","[0.21196818351745605, 0.788031816482544]"
K_高速总线_计算机科学与技术,K_加载程序_计算机科学与技术,1,"[0.024621807038784027, 0.975378155708313]","[0.018398571759462357, 0.9816014170646667]"
K_电路逻辑_计算机科学与技术,K_辅助存储器_计算机科学与技术,1,"[0.1797652244567871, 0.8202347755432129]","[0.1833115965127945, 0.8166883587837219]"
K_内存管理单元_计算机科学与技术,K_内核模块_计算机科学与技术,1,"[0.12177028506994247, 0.8782297372817993]","[0.16702845692634583, 0.8329715132713318]"
K_动态管理_计算机科学与技术,K_路由选择信息协议_计算机科学与技术,1,"[0.36345401406288147, 0.6365459561347961]","[0.5337232947349548, 0.46627670526504517]"
K_系统内核_计算机科学与技术,K_互操作_计算机科学与技术,1,"[0.061233337968587875, 0.9387667179107666]","[0.01736055687069893, 0.9826394319534302]"
K_局域网络_计算机科学与技术,K_互联网电视_计算机科学与技术,1,"[0.049638401716947556, 0.9503616094589233]","[0.018833698704838753, 0.9811662435531616]"
K_内部中断_计算机科学与技术,K_缺页_计算机科学与技术,1,"[0.04792109876871109, 0.9520789384841919]","[0.015578812919557095, 0.9844211339950562]"
K_变址寄存器_计算机科学与技术,K_系统中断_计算机科学与技术,1,"[0.006845063529908657, 0.9931549429893494]","[0.0007076797191984951, 0.9992923140525818]"
K_通信工程_计算机科学与技术,K_载波侦听_计算机科学与技术,1,"[0.15409401059150696, 0.8459059596061707]","[0.15241235494613647, 0.8475876450538635]"
K_软中断_计算机科学与技术,K_程序状态_计算机科学与技术,1,"[0.04518037289381027, 0.9548196792602539]","[0.0217813141644001, 0.978218674659729]"
K_储存空间_计算机科学与技术,K_外存储器_计算机科学与技术,1,"[0.05056116729974747, 0.9494388103485107]","[0.016773562878370285, 0.9832264184951782]"
K_虚拟地址空间_计算机科学与技术,K_内核模块_计算机科学与技术,1,"[0.03411657363176346, 0.9658833742141724]","[0.060172148048877716, 0.9398278594017029]"
K_动态分配内存_计算机科学与技术,K_文件子系统_计算机科学与技术,1,"[0.05585411936044693, 0.944145917892456]","[0.0207371786236763, 0.9792628288269043]"
K_宏指令_计算机科学与技术,K_指令流_计算机科学与技术,1,"[0.030093859881162643, 0.9699061512947083]","[0.004970620386302471, 0.9950293302536011]"
K_变址寄存器_计算机科学与技术,K_高速缓存_计算机科学与技术,1,"[0.014825848862528801, 0.9851741194725037]","[0.00343222520314157, 0.9965677857398987]"
K_中断系统_计算机科学与技术,K_虚页_计算机科学与技术,1,"[0.4808368682861328, 0.5191631317138672]","[0.6002891063690186, 0.39971086382865906]"
K_段表_计算机科学与技术,K_进程创建_计算机科学与技术,1,"[0.0091297198086977, 0.9908703565597534]","[0.018048904836177826, 0.981951117515564]"
K_面向对象编程_计算机科学与技术,K_程序检测_计算机科学与技术,1,"[0.07074061036109924, 0.9292594194412231]","[0.03434693068265915, 0.965653121471405]"
K_高速缓存_计算机科学与技术,K_存储芯片_计算机科学与技术,1,"[0.07134129106998444, 0.9286587238311768]","[0.21370714902877808, 0.7862928509712219]"
K_嵌入式操作系统_计算机科学与技术,K_分布式操作系统_计算机科学与技术,1,"[0.11370477080345154, 0.8862951993942261]","[0.018099753186106682, 0.9819002151489258]"
K_介质访问控制_计算机科学与技术,K_电话系统_计算机科学与技术,1,"[0.033285267651081085, 0.9667147397994995]","[0.10843749344348907, 0.8915624618530273]"
K_文件锁_计算机科学与技术,K_同步控制_计算机科学与技术,1,"[0.11951212584972382, 0.880487859249115]","[0.19550678133964539, 0.8044931888580322]"
K_数据文件_计算机科学与技术,K_网络文件系统_计算机科学与技术,1,"[0.0643438920378685, 0.9356560707092285]","[0.05651827156543732, 0.9434818029403687]"
K_指令缓存_计算机科学与技术,K_重新执行_计算机科学与技术,1,"[0.019346075132489204, 0.9806538820266724]","[0.00674815010279417, 0.9932518601417542]"
K_数字信息_计算机科学与技术,K_人工智能语言_计算机科学与技术,1,"[0.0328768789768219, 0.9671231508255005]","[0.00870609562844038, 0.9912939071655273]"
K_中断机制_计算机科学与技术,K_缺页中断_计算机科学与技术,1,"[0.028531789779663086, 0.9714682102203369]","[0.05238582193851471, 0.9476141333580017]"
K_冲突检测_计算机科学与技术,K_同步控制_计算机科学与技术,1,"[0.03017600253224373, 0.969823956489563]","[0.039265621453523636, 0.9607343673706055]"
K_调度程序_计算机科学与技术,K_网络打印机_计算机科学与技术,1,"[0.16557297110557556, 0.8344270586967468]","[0.19605016708374023, 0.8039498329162598]"
K_分区表_计算机科学与技术,K_管理文件_计算机科学与技术,1,"[0.010688308626413345, 0.989311695098877]","[0.003104373812675476, 0.9968956708908081]"
K_编译系统_计算机科学与技术,K_执行系统_计算机科学与技术,1,"[0.0455864816904068, 0.9544135332107544]","[0.025901732966303825, 0.9740983247756958]"
K_控制线_计算机科学与技术,K_外部中断_计算机科学与技术,1,"[0.024351168423891068, 0.9756488800048828]","[0.007069820072501898, 0.9929301738739014]"
K_单步_计算机科学与技术,K_中断信号_计算机科学与技术,1,"[0.5393173694610596, 0.46068263053894043]","[0.38784265518188477, 0.6121573448181152]"
K_编译技术_计算机科学与技术,K_重新执行_计算机科学与技术,1,"[0.12557673454284668, 0.8744232654571533]","[0.11523036658763885, 0.8847696185112]"
K_访问冲突_计算机科学与技术,K_并行编译_计算机科学与技术,1,"[0.03934235870838165, 0.9606576561927795]","[0.006618158891797066, 0.9933818578720093]"
K_分区表_计算机科学与技术,K_虚拟化技术_计算机科学与技术,1,"[0.010014956817030907, 0.9899849891662598]","[0.001598421367816627, 0.9984015822410583]"
K_调度策略_计算机科学与技术,K_线程管理_计算机科学与技术,1,"[0.03744283318519592, 0.9625571966171265]","[0.03234145790338516, 0.9676585793495178]"
K_操作命令_计算机科学与技术,K_扫描程序_计算机科学与技术,1,"[0.027541790157556534, 0.9724582433700562]","[0.027074050158262253, 0.9729259610176086]"
K_指令功能_计算机科学与技术,K_指令流_计算机科学与技术,1,"[0.03954391926527023, 0.9604560136795044]","[0.01800788938999176, 0.9819921255111694]"
K_就绪状态_计算机科学与技术,K_内部中断_计算机科学与技术,1,"[0.3170560896396637, 0.6829439401626587]","[0.10486245155334473, 0.8951375484466553]"
K_错误代码_计算机科学与技术,K_中断信号_计算机科学与技术,1,"[0.07001224905252457, 0.9299876689910889]","[0.036391183733940125, 0.9636088013648987]"
K_软中断_计算机科学与技术,K_介质访问控制_计算机科学与技术,1,"[0.02032019942998886, 0.9796797633171082]","[0.019179869443178177, 0.9808201193809509]"
K_远程访问_计算机科学与技术,K_网络文件系统_计算机科学与技术,1,"[0.07028926908969879, 0.9297107458114624]","[0.05852142721414566, 0.9414785504341125]"
K_顺序存储器_计算机科学与技术,K_外存储器_计算机科学与技术,1,"[0.18803822994232178, 0.8119617700576782]","[0.12196652591228485, 0.8780335187911987]"
K_数字信息_计算机科学与技术,K_外部输入_计算机科学与技术,1,"[0.13541220128536224, 0.8645877838134766]","[0.06938482075929642, 0.9306151866912842]"
K_系统配置_计算机科学与技术,K_配置文件_计算机科学与技术,1,"[0.04653008654713631, 0.9534698724746704]","[0.012693477794528008, 0.9873064756393433]"
K_控制线_计算机科学与技术,K_通信子网_计算机科学与技术,1,"[0.032263074070215225, 0.9677368998527527]","[0.015056829899549484, 0.9849432110786438]"
K_中断控制器_计算机科学与技术,K_进程调度_计算机科学与技术,1,"[0.02158038690686226, 0.9784196019172668]","[0.009233816526830196, 0.990766167640686]"
K_外存储器_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.015485785901546478, 0.9845141768455505]","[0.004744035191833973, 0.9952559471130371]"
K_禁止中断_计算机科学与技术,K_中断系统_计算机科学与技术,1,"[0.015166182070970535, 0.984833836555481]","[0.01495383307337761, 0.9850461483001709]"
K_操作语义_计算机科学与技术,K_禁止中断_计算机科学与技术,1,"[0.01959535852074623, 0.9804046154022217]","[0.0422925129532814, 0.9577074646949768]"
K_解调器_计算机科学与技术,K_非对称数字用户线_计算机科学与技术,1,"[0.4431052803993225, 0.5568947196006775]","[0.6451700925827026, 0.3548298478126526]"
K_存储分配_计算机科学与技术,K_活动分区_计算机科学与技术,1,"[0.1501588225364685, 0.8498411178588867]","[0.12838029861450195, 0.871619701385498]"
K_命令行接口_计算机科学与技术,K_并行编译_计算机科学与技术,1,"[0.010499265044927597, 0.9895007014274597]","[0.0018492875387892127, 0.9981507062911987]"
K_指令功能_计算机科学与技术,K_重新启动_计算机科学与技术,1,"[0.04211306571960449, 0.9578869938850403]","[0.010255392640829086, 0.9897446036338806]"
K_子程序调用指令_计算机科学与技术,K_服务系统_计算机科学与技术,1,"[0.017899729311466217, 0.982100248336792]","[0.0030298526398837566, 0.9969701766967773]"
K_优先级调度_计算机科学与技术,K_中断控制器_计算机科学与技术,1,"[0.055634334683418274, 0.9443656206130981]","[0.017826151102781296, 0.9821738600730896]"
K_系统配置_计算机科学与技术,K_存储分配_计算机科学与技术,1,"[0.03322882577776909, 0.9667711853981018]","[0.010449294000864029, 0.9895507097244263]"
K_段式存储管理_计算机科学与技术,K_线程管理_计算机科学与技术,1,"[0.026352128013968468, 0.9736478328704834]","[0.02668922021985054, 0.9733107089996338]"
K_程序指令_计算机科学与技术,K_写访问_计算机科学与技术,1,"[0.05556954815983772, 0.944430410861969]","[0.01012570783495903, 0.9898743033409119]"
K_重新启动_计算机科学与技术,K_系统启动_计算机科学与技术,1,"[0.12874336540699005, 0.8712565898895264]","[0.10145048797130585, 0.8985495567321777]"
K_中断机制_计算机科学与技术,K_中断系统_计算机科学与技术,1,"[0.008570208214223385, 0.9914298057556152]","[0.006373468786478043, 0.9936265349388123]"
K_段长度_计算机科学与技术,K_操作命令_计算机科学与技术,1,"[0.04660851135849953, 0.953391432762146]","[0.011697974056005478, 0.9883020520210266]"
K_优先级调度_计算机科学与技术,K_多处理器调度_计算机科学与技术,1,"[0.0764417052268982, 0.9235582947731018]","[0.022934528067708015, 0.9770655035972595]"
K_输出通道_计算机科学与技术,K_指令译码器_计算机科学与技术,1,"[0.09685865044593811, 0.9031413793563843]","[0.05002986639738083, 0.9499701261520386]"
K_控制线_计算机科学与技术,K_引导记录_计算机科学与技术,1,"[0.2020004391670227, 0.7979996204376221]","[0.1220472902059555, 0.8779527544975281]"
K_操作命令_计算机科学与技术,K_执行状态_计算机科学与技术,1,"[0.015721825882792473, 0.9842782020568848]","[0.005238591693341732, 0.9947614073753357]"
K_段表_计算机科学与技术,K_设备驱动程序_计算机科学与技术,1,"[0.010207461193203926, 0.9897925853729248]","[0.012466300278902054, 0.987533688545227]"
K_处理器调度_计算机科学与技术,K_命令行接口_计算机科学与技术,1,"[0.10797160863876343, 0.8920283913612366]","[0.07664476335048676, 0.923355221748352]"
K_顺序查找_计算机科学与技术,K_平均查找长度_计算机科学与技术,1,"[0.9317996501922607, 0.06820029765367508]","[0.9521069526672363, 0.047893088310956955]"
K_计算复杂度_计算机科学与技术,K_程序指令_计算机科学与技术,1,"[0.6298178434371948, 0.3701821565628052]","[0.8537288904190063, 0.14627109467983246]"
K_中断控制_计算机科学与技术,K_中断系统_计算机科学与技术,1,"[0.009710379876196384, 0.990289568901062]","[0.0014953368809074163, 0.9985046982765198]"
K_二进制信号_计算机科学与技术,K_文件控制块_计算机科学与技术,1,"[0.009462152607738972, 0.9905378818511963]","[0.01632339507341385, 0.9836766719818115]"
K_内核空间_计算机科学与技术,K_访问周期_计算机科学与技术,1,"[0.05403779447078705, 0.9459621906280518]","[0.07958214730024338, 0.920417845249176]"
K_程序检测_计算机科学与技术,K_批处理系统_计算机科学与技术,1,"[0.018799537792801857, 0.9812004566192627]","[0.007705839816480875, 0.992294192314148]"
K_用户进程_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.03257482498884201, 0.9674252271652222]","[0.01204508263617754, 0.9879549145698547]"
K_随机存储器_计算机科学与技术,K_段表_计算机科学与技术,1,"[0.11904829740524292, 0.8809516429901123]","[0.22270847856998444, 0.7772915363311768]"
K_中断优先级_计算机科学与技术,K_缺页中断_计算机科学与技术,1,"[0.047216709703207016, 0.9527832269668579]","[0.02428343892097473, 0.9757164716720581]"
K_调度程序_计算机科学与技术,K_内核服务_计算机科学与技术,1,"[0.11632785946130753, 0.8836721181869507]","[0.14271943271160126, 0.8572806119918823]"
K_内核空间_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.019876765087246895, 0.9801232218742371]","[0.018319522961974144, 0.9816805720329285]"
K_虚拟内存_计算机科学与技术,K_段式存储管理_计算机科学与技术,1,"[0.033133771270513535, 0.9668661952018738]","[0.03304964676499367, 0.9669503569602966]"
K_分区表_计算机科学与技术,K_重新启动_计算机科学与技术,1,"[0.015150696039199829, 0.9848492741584778]","[0.0032181870192289352, 0.9967818260192871]"
K_局域网络_计算机科学与技术,K_远程系统_计算机科学与技术,1,"[0.024577373638749123, 0.9754226207733154]","[0.0048047336749732494, 0.9951952695846558]"
K_段表_计算机科学与技术,K_进程复制_计算机科学与技术,1,"[0.007830650545656681, 0.9921693205833435]","[0.00960640050470829, 0.9903935790061951]"
K_远程访问_计算机科学与技术,K_内部网关协议_计算机科学与技术,1,"[0.2496572881937027, 0.7503426671028137]","[0.48772528767585754, 0.5122746229171753]"
K_线程控制块_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.04558683931827545, 0.9544131755828857]","[0.07542747259140015, 0.9245725274085999]"
K_中断控制器_计算机科学与技术,K_同步控制_计算机科学与技术,1,"[0.02087169885635376, 0.9791283011436462]","[0.007853835821151733, 0.9921461343765259]"
K_执行开销_计算机科学与技术,K_执行系统_计算机科学与技术,1,"[0.03262244910001755, 0.9673775434494019]","[0.030387630686163902, 0.9696123600006104]"
K_面向对象编程_计算机科学与技术,K_线程管理_计算机科学与技术,1,"[0.04451847821474075, 0.9554815292358398]","[0.015181087888777256, 0.9848189353942871]"
K_阻塞接收_计算机科学与技术,K_介质访问控制_计算机科学与技术,1,"[0.015699129551649094, 0.9843008518218994]","[0.018683522939682007, 0.9813164472579956]"
K_可预测性_计算机科学与技术,K_计数排序_计算机科学与技术,1,"[0.09110189974308014, 0.908898115158081]","[0.014553028158843517, 0.9854469895362854]"
K_冲突检测_计算机科学与技术,K_批处理系统_计算机科学与技术,1,"[0.01677742786705494, 0.9832226037979126]","[0.009803482331335545, 0.9901965856552124]"
K_系统内核_计算机科学与技术,K_调度程序_计算机科学与技术,1,"[0.021400731056928635, 0.9785993099212646]","[0.008146164938807487, 0.9918538928031921]"
K_路由选择信息协议_计算机科学与技术,K_协议数据单元_计算机科学与技术,1,"[0.18006445467472076, 0.8199355602264404]","[0.27653950452804565, 0.7234604358673096]"
K_内核服务_计算机科学与技术,K_文件子系统_计算机科学与技术,1,"[0.043995629996061325, 0.9560043811798096]","[0.022209370508790016, 0.9777905941009521]"
K_动态分配内存_计算机科学与技术,K_进程调度_计算机科学与技术,1,"[0.040265653282403946, 0.959734320640564]","[0.01641145534813404, 0.9835885763168335]"
K_储存空间_计算机科学与技术,K_虚拟存储管理_计算机科学与技术,1,"[0.006318881642073393, 0.9936811327934265]","[0.0015519601292908192, 0.9984480142593384]"
K_文件子系统_计算机科学与技术,K_多用户系统_计算机科学与技术,1,"[0.1113419234752655, 0.8886581063270569]","[0.11656595021486282, 0.8834340572357178]"
K_二进制编码_计算机科学与技术,K_二进制信号_计算机科学与技术,1,"[0.1137305498123169, 0.8862693905830383]","[0.05142303556203842, 0.9485769271850586]"
K_程序指令_计算机科学与技术,K_协调机制_计算机科学与技术,1,"[0.017909884452819824, 0.9820901155471802]","[0.002585504436865449, 0.9974145293235779]"
K_有线网络_计算机科学与技术,K_阻塞接收_计算机科学与技术,1,"[0.3419997990131378, 0.6580002307891846]","[0.4480336904525757, 0.5519662499427795]"
K_记录结构_计算机科学与技术,K_内存管理单元_计算机科学与技术,1,"[0.031190555542707443, 0.9688093662261963]","[0.013079579919576645, 0.9869204759597778]"
K_指令缓存_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.016185961663722992, 0.983814001083374]","[0.007108952850103378, 0.9928910136222839]"
K_逻辑分区_计算机科学与技术,K_线程管理_计算机科学与技术,1,"[0.019522227346897125, 0.9804778099060059]","[0.004156519193202257, 0.9958434700965881]"
K_输出通道_计算机科学与技术,K_程序检测_计算机科学与技术,1,"[0.04781857505440712, 0.9521814584732056]","[0.02187531068921089, 0.9781246781349182]"
K_存储分配_计算机科学与技术,K_虚拟存储管理_计算机科学与技术,1,"[0.018217766657471657, 0.9817822575569153]","[0.012614944949746132, 0.9873850345611572]"
K_程序指令_计算机科学与技术,K_软中断_计算机科学与技术,1,"[0.011900557205080986, 0.9880994558334351]","[0.0018597305752336979, 0.9981402158737183]"
K_顺序存储器_计算机科学与技术,K_指令指针寄存器_计算机科学与技术,1,"[0.08004158735275269, 0.9199584722518921]","[0.020768146961927414, 0.9792318940162659]"
K_控制总线_计算机科学与技术,K_控制流分析_计算机科学与技术,1,"[0.03198319673538208, 0.9680168032646179]","[0.018226739019155502, 0.9817732572555542]"
K_协调机制_计算机科学与技术,K_中断系统_计算机科学与技术,1,"[0.021110475063323975, 0.9788895845413208]","[0.012567106634378433, 0.9874329566955566]"
K_访问冲突_计算机科学与技术,K_冲突检测_计算机科学与技术,1,"[0.13734638690948486, 0.8626536130905151]","[0.16979745030403137, 0.830202579498291]"
K_中断信号_计算机科学与技术,K_中断控制器_计算机科学与技术,1,"[0.007254238240420818, 0.9927457571029663]","[0.002719252835959196, 0.9972807168960571]"
K_线程管理_计算机科学与技术,K_并行编译_计算机科学与技术,1,"[0.057112012058496475, 0.9428880214691162]","[0.011109089478850365, 0.9888908863067627]"
K_互联网协议_计算机科学与技术,K_有线网络_计算机科学与技术,1,"[0.0879015401005745, 0.9120984673500061]","[0.20459401607513428, 0.7954059839248657]"
K_分区表_计算机科学与技术,K_内存管理单元_计算机科学与技术,1,"[0.008438576012849808, 0.9915614128112793]","[0.0021404018625617027, 0.9978596568107605]"
K_连接请求_计算机科学与技术,K_有线网络_计算机科学与技术,1,"[0.019695959985256195, 0.9803040623664856]","[0.06929299980401993, 0.9307070374488831]"
K_子程序调用指令_计算机科学与技术,K_扫描程序_计算机科学与技术,1,"[0.10481499880552292, 0.8951849937438965]","[0.19256478548049927, 0.8074352145195007]"
K_系统内核_计算机科学与技术,K_中断服务程序_计算机科学与技术,1,"[0.019794125109910965, 0.9802058935165405]","[0.0015716475900262594, 0.9984283447265625]"
K_程序状态字寄存器_计算机科学与技术,K_进程调度_计算机科学与技术,1,"[0.014393892139196396, 0.9856060743331909]","[0.010344836860895157, 0.9896551370620728]"
K_虚拟地址空间_计算机科学与技术,K_虚拟存储管理_计算机科学与技术,1,"[0.011850300244987011, 0.9881497025489807]","[0.009389893151819706, 0.9906101226806641]"
K_控制块_计算机科学与技术,K_远程访问_计算机科学与技术,1,"[0.013147194869816303, 0.986852765083313]","[0.008424700237810612, 0.9915752410888672]"
K_协调机制_计算机科学与技术,K_分布式操作系统_计算机科学与技术,1,"[0.04477069526910782, 0.9552293419837952]","[0.011327959597110748, 0.9886720776557922]"
K_相对地址_计算机科学与技术,K_多用户系统_计算机科学与技术,1,"[0.02812594547867775, 0.9718740582466125]","[0.005894788540899754, 0.9941052198410034]"
K_分页_计算机科学与技术,K_中断机制_计算机科学与技术,1,"[0.07763782888650894, 0.922362208366394]","[0.10085555911064148, 0.8991444110870361]"
K_分区表_计算机科学与技术,K_存储分配_计算机科学与技术,1,"[0.01168624497950077, 0.9883137345314026]","[0.004594428930431604, 0.9954055547714233]"
K_内核空间_计算机科学与技术,K_进程调度_计算机科学与技术,1,"[0.01573178358376026, 0.9842681884765625]","[0.011172045953571796, 0.9888279438018799]"
K_内存管理单元_计算机科学与技术,K_缺页中断_计算机科学与技术,1,"[0.09069844335317612, 0.9093015789985657]","[0.0695093423128128, 0.9304906725883484]"
K_内部程序_计算机科学与技术,K_命令行接口_计算机科学与技术,1,"[0.09180900454521179, 0.9081910252571106]","[0.0709746778011322, 0.9290252923965454]"
K_点到点连接_计算机科学与技术,K_快速以太网_计算机科学与技术,1,"[0.22695499658584595, 0.773045003414154]","[0.2605219781398773, 0.7394780516624451]"
K_非对称数字用户线_计算机科学与技术,K_连接请求_计算机科学与技术,1,"[0.12784552574157715, 0.8721544742584229]","[0.3537454605102539, 0.6462545394897461]"
K_逻辑地址空间_计算机科学与技术,K_分布式操作系统_计算机科学与技术,1,"[0.012680424377322197, 0.9873195886611938]","[0.01155676506459713, 0.9884432554244995]"
K_程序状态字寄存器_计算机科学与技术,K_内部中断_计算机科学与技术,1,"[0.014623478055000305, 0.9853765368461609]","[0.005395924672484398, 0.9946041107177734]"
K_局域网络_计算机科学与技术,K_网络文件系统_计算机科学与技术,1,"[0.028349410742521286, 0.9716506004333496]","[0.006872509140521288, 0.9931274652481079]"
K_路由协议_计算机科学与技术,K_互连网络_计算机科学与技术,1,"[0.02949918806552887, 0.9705008268356323]","[0.038924675434827805, 0.9610753059387207]"
K_调用程序_计算机科学与技术,K_交叉编译_计算机科学与技术,1,"[0.08165237307548523, 0.9183475971221924]","[0.1281055510044098, 0.8718944787979126]"
K_辅助存储器_计算机科学与技术,K_缓存_计算机科学与技术,1,"[0.03586855158209801, 0.9641314744949341]","[0.059745341539382935, 0.9402546286582947]"
K_时间约束_计算机科学与技术,K_系统中断_计算机科学与技术,1,"[0.061236098408699036, 0.9387639760971069]","[0.06353804469108582, 0.9364619851112366]"
K_访问策略_计算机科学与技术,K_远程访问_计算机科学与技术,1,"[0.04029226303100586, 0.9597077369689941]","[0.022085990756750107, 0.977914035320282]"
K_子程序调用指令_计算机科学与技术,K_加载程序_计算机科学与技术,1,"[0.06154787540435791, 0.9384521245956421]","[0.032791223376989365, 0.967208743095398]"
K_指令缓存_计算机科学与技术,K_编译系统_计算机科学与技术,1,"[0.00695857685059309, 0.9930413961410522]","[0.001079769222997129, 0.998920202255249]"
K_二进制编码_计算机科学与技术,K_交换过程_计算机科学与技术,1,"[0.14141494035720825, 0.858585000038147]","[0.04847678169608116, 0.9515231847763062]"
K_虚拟化技术_计算机科学与技术,K_线程管理_计算机科学与技术,1,"[0.047217242419719696, 0.9527827501296997]","[0.024033205583691597, 0.97596675157547]"
K_多级反馈队列_计算机科学与技术,K_服务系统_计算机科学与技术,1,"[0.6145116090774536, 0.3854883909225464]","[0.17225486040115356, 0.8277450799942017]"
K_中断信号_计算机科学与技术,K_允许中断_计算机科学与技术,1,"[0.006936489604413509, 0.9930634498596191]","[0.008738242089748383, 0.9912617802619934]"
K_准入控制_计算机科学与技术,K_本地终端_计算机科学与技术,1,"[0.057435810565948486, 0.9425641298294067]","[0.02931244671344757, 0.9706875085830688]"
K_系统调用表_计算机科学与技术,K_动态管理_计算机科学与技术,1,"[0.04342760890722275, 0.956572413444519]","[0.05801882594823837, 0.9419812560081482]"
K_存储分配_计算机科学与技术,K_文件管理_计算机科学与技术,1,"[0.026486268267035484, 0.9735137224197388]","[0.015399801544845104, 0.9846001863479614]"
K_逻辑地址空间_计算机科学与技术,K_编译系统_计算机科学与技术,1,"[0.007356501184403896, 0.9926435351371765]","[0.009015819989144802, 0.9909841418266296]"
K_高速缓存_计算机科学与技术,K_内核服务_计算机科学与技术,1,"[0.026364168152213097, 0.9736358523368835]","[0.029443155974149704, 0.9705568552017212]"
K_连接请求_计算机科学与技术,K_互连网络_计算机科学与技术,1,"[0.007917515933513641, 0.9920825362205505]","[0.00552726723253727, 0.9944727420806885]"
K_操作命令_计算机科学与技术,K_命令接口_计算机科学与技术,1,"[0.0168940220028162, 0.9831059575080872]","[0.005210816860198975, 0.994789183139801]"
K_动态调度_计算机科学与技术,K_并行编译_计算机科学与技术,1,"[0.05883122980594635, 0.9411687850952148]","[0.028102144598960876, 0.9718978404998779]"
K_互连网络_计算机科学与技术,K_多媒体通信_计算机科学与技术,1,"[0.23015044629573822, 0.7698495388031006]","[0.07322385907173157, 0.926776111125946]"
K_特权指令_计算机科学与技术,K_嵌入式操作系统_计算机科学与技术,1,"[0.02201840654015541, 0.977981686592102]","[0.01988639123737812, 0.9801135659217834]"
K_并行编译_计算机科学与技术,K_多处理器调度_计算机科学与技术,1,"[0.07170102745294571, 0.9282990097999573]","[0.05692583695054054, 0.9430741667747498]"
K_协议数据单元_计算机科学与技术,K_路由协议_计算机科学与技术,1,"[0.5418596863746643, 0.4581403136253357]","[0.48982149362564087, 0.5101785063743591]"
K_二进制编码_计算机科学与技术,K_密码_计算机科学与技术,1,"[0.08545968681573868, 0.9145402908325195]","[0.02113053947687149, 0.9788694381713867]"
K_中断信号_计算机科学与技术,K_连接建立_计算机科学与技术,1,"[0.02043141797184944, 0.979568600654602]","[0.01541479118168354, 0.984585165977478]"
K_内部中断_计算机科学与技术,K_多处理器调度_计算机科学与技术,1,"[0.011968507431447506, 0.9880315065383911]","[0.0016242081765085459, 0.9983757734298706]"
